seed,beta_pi,lambda_pi,gamma,MC,IPCmem,IPCnonlin,IPCtot,Vfeat,reff,n_features,n_diag_samples
45,0.1,0.28,0.0,0.0,0.0,0.02353616571316286,0.02353616571316286,0.23446452815901586,12.50238090144487,16,750
45,0.1,0.28,0.05,5.28024906764024,5.419620755352939,2.3586574360131363,7.778278191366075,0.00587312879415401,3.4192118455730696,16,750
45,0.1,0.28,0.12,4.92567517490957,4.925675174898963,4.174461860375404,9.100137035274367,0.005351479941904921,3.151113570267504,16,750
45,0.1,0.28,0.22,4.165332854875822,4.165332854869793,4.614891747615909,8.780224602485703,0.003349713986632052,3.174502878358048,16,750
45,0.1,0.28,0.3,3.658295533896174,3.658295533893313,4.498986392345571,8.157281926238884,0.0024254135836418657,3.1727683843330654,16,750
45,0.1,0.42,0.0,0.0,0.03458302982893857,0.0,0.03458302982893857,0.26111861014276516,11.811847112741775,16,750
45,0.1,0.42,0.05,5.689804440729715,6.419057878150547,1.0523973446901218,7.471455222840669,0.0026351963621206826,5.480152847468396,16,750
45,0.1,0.42,0.12,5.613590647701538,5.65032835540683,2.8392744668363834,8.489602822243214,0.0040589306402027524,3.932806070147021,16,750
45,0.1,0.42,0.22,4.888007895291144,4.898794312719575,3.952725296573283,8.851519609292858,0.005318577519507876,2.8036889777429153,16,750
45,0.1,0.42,0.3,4.7983110938720595,4.798311093867376,4.0204200878834,8.818731181750776,0.005945923649664498,2.3804288266479627,16,750
45,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.45999745871756814,10.774610322145577,16,750
45,0.22,0.0,0.05,0.0,0.0,0.7586823536657847,0.7586823536657847,0.0056168598003869166,5.473917853010987,16,750
45,0.22,0.0,0.12,0.0,0.004106680567953269,1.8582634379878764,1.8623701185558297,0.007457203583704705,4.267937490454593,16,750
45,0.22,0.0,0.22,0.0,0.0,2.948260697348606,2.948260697348606,0.008487169207806216,2.920328224069205,16,750
45,0.22,0.0,0.3,0.004596902857890939,0.004596902855790397,3.500014966560894,3.5046118694166846,0.00876538652210616,2.2756505531142546,16,750
45,0.22,0.05,0.0,0.0031835437955822776,0.0033574309174744243,0.040664057747089255,0.04402148866456368,0.23446252342828883,12.497912011653838,16,750
45,0.22,0.05,0.05,2.496070907248372,2.5210148278290663,1.0168969897181759,3.537911817547242,0.005518079752758484,7.128351866023248,16,750
45,0.22,0.05,0.12,3.400397874775934,3.4003978747683545,2.1886246598266363,5.58902253459499,0.008282043238000693,5.13684614933214,16,750
45,0.22,0.05,0.22,3.8695751831980156,3.8695751831914205,2.8252184488222887,6.69479363201371,0.010627999850958107,3.5924468016770223,16,750
45,0.22,0.05,0.3,3.865312839910865,3.865312839904264,2.9517544214440665,6.817067261348331,0.011884082884478113,2.9622896181031617,16,750
45,0.22,0.1,0.0,0.010826106408769243,0.010826106404602687,0.0,0.010826106404602687,0.2352287935366143,12.89208754436591,16,750
45,0.22,0.1,0.05,3.0520350994369085,3.0520350994244168,2.0946370432861237,5.146672142710541,0.005581146897374148,6.1762068898958296,16,750
45,0.22,0.1,0.12,3.48431496427235,3.4843149642649496,3.6231065189836187,7.107421483248569,0.008923024986503464,4.388419289477022,16,750
45,0.22,0.1,0.22,3.4286295954990296,3.4286295954936317,3.950026231233812,7.378655826727444,0.011866336032671596,3.137762379219897,16,750
45,0.22,0.1,0.3,3.4442683135336134,3.4442683135303738,3.7744578322974953,7.218726145827869,0.013277397940662815,2.716663324913966,16,750
45,0.22,0.12,0.0,0.0,0.0,0.0018808939322668694,0.0018808939322668694,0.24725073457922087,12.633928744069955,16,750
45,0.22,0.12,0.05,3.2257392524002895,3.2274741372547746,2.2308062398821944,5.458280377136969,0.005738725334182693,5.745188412050471,16,750
45,0.22,0.12,0.12,3.497558927298524,3.497558927291169,3.370088318693893,6.8676472459850615,0.009214328315530332,4.095142031101334,16,750
45,0.22,0.12,0.22,3.224979896964977,3.2249798969591383,3.6043885925086805,6.829368489467819,0.01198616557993831,3.012999239900221,16,750
45,0.22,0.12,0.3,3.219121328340245,3.2191213283386233,3.4198988398932983,6.639020168231921,0.013056153901853159,2.7005425020473846,16,750
45,0.22,0.16,0.0,0.0,0.0,0.0,0.0,0.23997052436431343,12.760571624909714,16,750
45,0.22,0.16,0.05,3.04307098584571,3.043070985839491,2.456670022606788,5.499741008446279,0.006320881160857101,5.150187240442462,16,750
45,0.22,0.16,0.12,3.2196407373596596,3.2196407373559213,3.372473646086136,6.592114383442057,0.00977862331549064,3.7069248623951747,16,750
