seed,beta_pi,lambda_pi,gamma,MC,IPCmem,IPCnonlin,IPCtot,Vfeat,reff,n_features,n_diag_samples
46,0.5,0.1,0.0,0.005450321892583321,0.005450321890514753,0.00300074040322007,0.008451062293734823,0.2474711681854848,12.70526024244098,16,750
46,0.5,0.1,0.05,1.2366934381869612,1.2366934381832353,1.9577266032707092,3.1944200414539443,0.02534685830154996,3.45090177191779,16,750
46,0.5,0.1,0.12,1.4861327113229166,1.4886709666675415,2.907187686778682,4.395858653446224,0.037004006826047355,2.786224980273981,16,750
46,0.5,0.1,0.22,1.4423654116959768,1.4473428295680417,3.143846142439355,4.591188972007396,0.042317646076191796,2.184297852472888,16,750
46,0.5,0.1,0.3,1.399062514785732,1.3990625147802511,3.064842730301172,4.463905245081423,0.043290513797880605,1.8573481531001768,16,750
46,0.5,0.12,0.0,0.0,0.05242197836000806,0.07779899974148252,0.13022097810149058,0.24014900309416767,12.841432556306762,16,750
46,0.5,0.12,0.05,1.3010430876945516,1.3010430876888743,1.8326975145002034,3.1337406021890777,0.027209506376055195,3.6032408744882587,16,750
46,0.5,0.12,0.12,1.4421445285447239,1.4421445285414343,2.658114211612749,4.1002587401541835,0.039402364184741544,2.7296705274545716,16,750
46,0.5,0.12,0.22,1.4129415010951005,1.412941501087547,2.8470216224728064,4.259963123560354,0.04523669876405605,2.1890113349509344,16,750
46,0.5,0.12,0.3,1.3401353378327943,1.3401353378292955,2.800836553899615,4.140971891728911,0.04610123114806361,1.9131793764089755,16,750
46,0.5,0.16,0.0,0.0,0.014866490980302127,0.0,0.014866490980302127,0.24381753133519707,12.808363893166247,16,750
46,0.5,0.16,0.05,1.21164929588581,1.2140058605502888,1.431177917451099,2.645183778001388,0.028304248068764373,4.110934739935319,16,750
46,0.5,0.16,0.12,1.5136022665212834,1.5136022665181437,2.14734085640435,3.6609431229224936,0.04160969625680168,2.5279602776031815,16,750
46,0.5,0.16,0.22,1.5307553925532043,1.530755392550101,2.1306678174244693,3.6614232099745703,0.04995859588605076,1.9418866844804479,16,750
46,0.5,0.16,0.3,1.4750455242871858,1.4750455242818652,2.0791169704984838,3.554162494780349,0.051330153306456155,1.7542205702754448,16,750
46,0.5,0.28,0.0,0.0,0.03472480795936228,0.0,0.03472480795936228,0.23819386334607476,12.815148065679217,16,750
46,0.5,0.28,0.05,0.9587890589057858,0.9587890588993807,1.330409243324759,2.28919830222414,0.03133982584981898,2.992919883735606,16,750
46,0.5,0.28,0.12,1.1404337613799052,1.140433761373886,1.9217440211774488,3.062177782551335,0.04729444959588329,1.8749650561214106,16,750
