seed,beta_pi,lambda_pi,gamma,MC,IPCmem,IPCnonlin,IPCtot,Vfeat,reff,n_features,n_diag_samples
43,0.02,0.16,0.0,0.03229027959260944,0.03229027958642827,0.008375604701586714,0.040665884288014986,0.2331490178579067,8.69262805115984,16,750
43,0.02,0.16,0.05,7.346951826878964,9.377008227290025,0.47601757427153046,9.853025801561555,0.015202649233959335,3.854805561579847,16,750
43,0.02,0.16,0.12,8.181913575293096,8.63828218861731,1.8475716739058279,10.485853862523138,0.009831465544845777,3.1892113069730224,16,750
43,0.02,0.16,0.22,7.375060239569946,7.375060239564043,2.907488213519997,10.28254845308404,0.006590099273816403,2.5840256000437076,16,750
43,0.02,0.16,0.3,6.652416123317587,6.652416123312364,2.914677653299802,9.567093776612166,0.005148115917822067,2.3160653337479062,16,750
43,0.02,0.28,0.0,0.0,0.0,0.0028173193905660643,0.0028173193905660643,0.2215556142253069,8.516280807901598,16,750
43,0.02,0.28,0.05,5.628764135486039,7.597056619884615,1.1255623221291744,8.722618942013789,0.011460444486803804,3.1830480283136957,16,750
43,0.02,0.28,0.12,6.235309311572322,6.87340773843695,2.9167546095545145,9.790162347991465,0.006334900003818684,3.069824387189616,16,750
43,0.02,0.28,0.22,5.96657505962993,6.049011228063086,3.818144948036408,9.867156176099494,0.0033714875636003867,2.848687757559343,16,750
43,0.02,0.28,0.3,5.5890416993573035,5.604758666903955,3.6108900412560603,9.215648708160014,0.0022860572333079205,2.457682340520229,16,750
43,0.02,0.42,0.0,0.0,0.0,0.04883330051681645,0.04883330051681645,0.2644183417066278,8.484856603371464,16,750
43,0.02,0.42,0.05,7.770092645552745,11.347610902140831,0.46701431640164914,11.81462521854248,0.010472702311610106,4.373435422099347,16,750
43,0.02,0.42,0.12,8.436052740450032,9.656552804163656,1.393954935405921,11.050507739569577,0.010987025621245611,3.3375868633375347,16,750
43,0.02,0.42,0.22,8.118988449753243,8.491529425481366,2.632025896383223,11.123555321864588,0.00827471255457794,2.6866655675930207,16,750
