family,seed,units,sr,input_scale,leak,task,val_nmse,test_nmse,alpha,replicate,val_rank_pct
ESN,43,100,1.1,0.5,0.7,sunspots_annual,0.1887914619505292,0.2176152880720922,10.0,sunspots_annual__seed43,0.1481481481481481
ESN,43,100,1.1,0.5,1.0,mackey_glass,2.46799668292916e-05,1.521533914640873e-05,1e-05,mackey_glass__seed43,0.5185185185185185
ESN,43,100,1.1,0.5,1.0,narma10,0.2265485070246609,0.2349744950799282,1.0,narma10__seed43,0.2592592592592592
ESN,43,100,1.1,0.5,1.0,lorenz,1.209104899608542e-05,2.854798252219017e-06,1e-05,lorenz__seed43,0.6296296296296297
ESN,43,100,1.1,0.5,1.0,sunspots_annual,0.2260665824992665,0.1691136093838615,10.0,sunspots_annual__seed43,0.5925925925925926
ESN,43,100,1.1,1.0,0.3,mackey_glass,0.0002657370514564,0.000161051758473,0.0001,mackey_glass__seed43,0.925925925925926
ESN,43,100,1.1,1.0,0.3,narma10,0.3743110049488685,0.3001571243332568,0.1,narma10__seed43,0.6296296296296297
ESN,43,100,1.1,1.0,0.3,lorenz,0.0003971089157084,0.000299738098492,0.001,lorenz__seed43,0.925925925925926
ESN,43,100,1.1,1.0,0.3,sunspots_annual,0.2627570955050501,0.3732257036216417,0.1,sunspots_annual__seed43,0.8888888888888888
ESN,43,100,1.1,1.0,0.7,mackey_glass,6.851426913251779e-05,4.6529616029552505e-05,0.0001,mackey_glass__seed43,0.6666666666666666
ESN,43,100,1.1,1.0,0.7,narma10,0.3727412166587254,0.2614368927750348,1.0,narma10__seed43,0.5925925925925926
ESN,43,100,1.1,1.0,0.7,lorenz,1.7360108986875236e-05,1.9320535808382605e-05,1e-05,lorenz__seed43,0.6666666666666666
ESN,43,100,1.1,1.0,0.7,sunspots_annual,0.2007601275219075,0.1820133119305142,1.0,sunspots_annual__seed43,0.4444444444444444
ESN,43,100,1.1,1.0,1.0,mackey_glass,3.71038883226773e-05,4.8412256314424536e-05,1e-08,mackey_glass__seed43,0.5925925925925926
ESN,43,100,1.1,1.0,1.0,narma10,0.4266518427656146,0.4188493921332327,1.0,narma10__seed43,0.8518518518518519
ESN,43,100,1.1,1.0,1.0,lorenz,2.7890832292788585e-05,8.168189982929322e-06,0.0001,lorenz__seed43,0.7777777777777778
ESN,43,100,1.1,1.0,1.0,sunspots_annual,0.2416692463790405,0.1572174688439781,0.1,sunspots_annual__seed43,0.8518518518518519
ESN,44,100,0.5,0.1,0.3,mackey_glass,0.0002531278222573,0.0002081237424642,1e-08,mackey_glass__seed44,0.925925925925926
ESN,44,100,0.5,0.1,0.3,narma10,0.3466979537319903,0.2973176055847581,0.0001,narma10__seed44,0.5925925925925926
ESN,44,100,0.5,0.1,0.3,lorenz,3.107412420372517e-06,1.5925166608668314e-06,1e-08,lorenz__seed44,0.6666666666666666
ESN,44,100,0.5,0.1,0.3,sunspots_annual,0.177791510892903,0.1890964605039991,0.001,sunspots_annual__seed44,0.074074074074074
ESN,44,100,0.5,0.1,0.7,mackey_glass,1.3243379556817393e-05,1.2695355787131723e-05,1e-08,mackey_glass__seed44,0.4444444444444444
ESN,44,100,0.5,0.1,0.7,narma10,0.2482638708872004,0.270072744756163,1e-08,narma10__seed44,0.1851851851851851
ESN,44,100,0.5,0.1,0.7,lorenz,7.81868028375366e-08,4.202664388332425e-08,1e-08,lorenz__seed44,0.4074074074074074
ESN,44,100,0.5,0.1,0.7,sunspots_annual,0.1948050490650687,0.1706033208439256,0.1,sunspots_annual__seed44,0.4814814814814814
ESN,44,100,0.5,0.1,1.0,mackey_glass,2.7425979571118663e-06,3.18485189984383e-06,1e-08,mackey_glass__seed44,0.2222222222222222
ESN,44,100,0.5,0.1,1.0,narma10,0.1929981155586459,0.3461034246576016,1e-07,narma10__seed44,0.074074074074074
ESN,44,100,0.5,0.1,1.0,lorenz,2.263426880462719e-08,1.1977103698649926e-08,1e-08,lorenz__seed44,0.2592592592592592
ESN,44,100,0.5,0.1,1.0,sunspots_annual,0.207274560550283,0.1895658564880198,1.0,sunspots_annual__seed44,0.6296296296296297
ESN,44,100,0.5,0.5,0.3,mackey_glass,5.249032288012112e-05,5.417734514018733e-05,1e-08,mackey_glass__seed44,0.6666666666666666
ESN,44,100,0.5,0.5,0.3,narma10,0.3521430618585863,0.293466052970417,0.01,narma10__seed44,0.6296296296296297
ESN,44,100,0.5,0.5,0.3,lorenz,3.71286304206417e-07,2.2660421917958666e-07,1e-07,lorenz__seed44,0.4444444444444444
ESN,44,100,0.5,0.5,0.3,sunspots_annual,0.1824628187533541,0.2175889749090538,0.001,sunspots_annual__seed44,0.1481481481481481
ESN,44,100,0.5,0.5,0.7,mackey_glass,4.756503329618264e-06,6.314268735965818e-06,1e-08,mackey_glass__seed44,0.2592592592592592
ESN,44,100,0.5,0.5,0.7,narma10,0.3344011111859367,0.382180566126108,0.0001,narma10__seed44,0.4074074074074074
ESN,44,100,0.5,0.5,0.7,lorenz,3.3034147988220437e-09,2.4995065886997197e-09,1e-08,lorenz__seed44,0.074074074074074
ESN,44,100,0.5,0.5,0.7,sunspots_annual,0.1934906805731231,0.1383294760370909,0.1,sunspots_annual__seed44,0.3703703703703703
ESN,44,100,0.5,0.5,1.0,mackey_glass,1.5671703604659745e-06,2.099351965665489e-06,1e-08,mackey_glass__seed44,0.1111111111111111
ESN,44,100,0.5,0.5,1.0,narma10,0.6202238829749522,0.7228848191164038,0.0001,narma10__seed44,0.9629629629629628
ESN,44,100,0.5,0.5,1.0,lorenz,1.8853218850516387e-09,1.876156883004516e-09,1e-08,lorenz__seed44,0.037037037037037
ESN,44,100,0.5,0.5,1.0,sunspots_annual,0.2314988170237124,0.1311821733683646,0.01,sunspots_annual__seed44,0.8518518518518519
ESN,44,100,0.5,1.0,0.3,mackey_glass,9.4349604131794e-05,3.990703629820306e-05,1e-08,mackey_glass__seed44,0.8148148148148148
ESN,44,100,0.5,1.0,0.3,narma10,0.3763538809531856,0.2764283411890714,0.01,narma10__seed44,0.8148148148148148
ESN,44,100,0.5,1.0,0.3,lorenz,7.689414604497201e-07,1.876382838433225e-07,1e-07,lorenz__seed44,0.5555555555555556
ESN,44,100,0.5,1.0,0.3,sunspots_annual,0.2087737719623998,1.746070160764906,1e-05,sunspots_annual__seed44,0.7037037037037037
ESN,44,100,0.5,1.0,0.7,mackey_glass,1.1889161286970076e-05,8.202896567280318e-06,1e-08,mackey_glass__seed44,0.4074074074074074
ESN,44,100,0.5,1.0,0.7,narma10,0.4576929592869456,0.478774547774059,0.0001,narma10__seed44,0.8518518518518519
ESN,44,100,0.5,1.0,0.7,lorenz,1.1871529207621405e-08,2.6004026524637838e-09,1e-08,lorenz__seed44,0.1851851851851851
ESN,44,100,0.5,1.0,0.7,sunspots_annual,0.1950417184229893,0.1715506339880005,1.0,sunspots_annual__seed44,0.5185185185185185
ESN,44,100,0.5,1.0,1.0,mackey_glass,2.370222025914795e-06,2.578218466166976e-06,1e-08,mackey_glass__seed44,0.1851851851851851
ESN,44,100,0.5,1.0,1.0,narma10,0.6620744146363172,0.7448996242422399,1.0,narma10__seed44,1.0
ESN,44,100,0.5,1.0,1.0,lorenz,4.61661154459275e-09,1.6676904335408907e-09,1e-08,lorenz__seed44,0.1111111111111111
ESN,44,100,0.5,1.0,1.0,sunspots_annual,0.2331385347511094,0.1748776337658405,0.001,sunspots_annual__seed44,0.8888888888888888
ESN,44,100,0.9,0.1,0.3,mackey_glass,5.296294518048437e-05,3.721713761405643e-05,1e-08,mackey_glass__seed44,0.7037037037037037
ESN,44,100,0.9,0.1,0.3,narma10,0.314845469718795,0.2911979132793532,1e-05,narma10__seed44,0.3703703703703703
ESN,44,100,0.9,0.1,0.3,lorenz,1.836950962484982e-05,4.6362786516494926e-05,1e-08,lorenz__seed44,0.7777777777777778
ESN,44,100,0.9,0.1,0.3,sunspots_annual,0.1966797036901859,0.1926065156505274,0.01,sunspots_annual__seed44,0.5555555555555556
ESN,44,100,0.9,0.1,0.7,mackey_glass,1.4582274489730002e-06,1.913027263415742e-06,1e-08,mackey_glass__seed44,0.074074074074074
ESN,44,100,0.9,0.1,0.7,narma10,0.2177165324194839,0.2147267644483675,0.0001,narma10__seed44,0.1111111111111111
ESN,44,100,0.9,0.1,0.7,lorenz,3.196001346529259e-08,4.313989405026171e-08,1e-08,lorenz__seed44,0.2962962962962963
ESN,44,100,0.9,0.1,0.7,sunspots_annual,0.1845001122570253,0.1724576297906574,1.0,sunspots_annual__seed44,0.1851851851851851
ESN,44,100,0.9,0.1,1.0,mackey_glass,7.325546268138828e-07,8.696242235746736e-07,1e-08,mackey_glass__seed44,0.037037037037037
ESN,44,100,0.9,0.1,1.0,narma10,0.1666658975365222,0.2089437630196285,0.01,narma10__seed44,0.037037037037037
ESN,44,100,0.9,0.1,1.0,lorenz,6.944218709840298e-09,7.527677750581452e-09,1e-08,lorenz__seed44,0.1481481481481481
ESN,44,100,0.9,0.1,1.0,sunspots_annual,0.1947812758060546,0.1372636788794893,1.0,sunspots_annual__seed44,0.4444444444444444
ESN,44,100,0.9,0.5,0.3,mackey_glass,5.901898429454039e-05,3.758528245383453e-05,1e-06,mackey_glass__seed44,0.7407407407407407
ESN,44,100,0.9,0.5,0.3,narma10,0.3459746049766929,0.3039334991164823,0.1,narma10__seed44,0.5555555555555556
ESN,44,100,0.9,0.5,0.3,lorenz,2.6769801573506837e-05,1.9875133172514112e-05,1e-05,lorenz__seed44,0.8148148148148148
ESN,44,100,0.9,0.5,0.3,sunspots_annual,0.1940705111655985,0.1960307326591895,0.01,sunspots_annual__seed44,0.4074074074074074
ESN,44,100,0.9,0.5,0.7,mackey_glass,6.079765953865958e-06,3.725752506755643e-06,1e-06,mackey_glass__seed44,0.3333333333333333
ESN,44,100,0.9,0.5,0.7,narma10,0.2808692059551192,0.2750260559485479,0.01,narma10__seed44,0.2222222222222222
ESN,44,100,0.9,0.5,0.7,lorenz,6.35184526581793e-08,1.7255093158233862e-08,1e-07,lorenz__seed44,0.3333333333333333
ESN,44,100,0.9,0.5,0.7,sunspots_annual,0.1863197886861295,0.1333141960248819,1.0,sunspots_annual__seed44,0.2962962962962963
ESN,44,100,0.9,0.5,1.0,mackey_glass,1.652225382398426e-06,2.3533685460269287e-06,1e-06,mackey_glass__seed44,0.1481481481481481
ESN,44,100,0.9,0.5,1.0,narma10,0.3141161640675838,0.2909808513839339,0.01,narma10__seed44,0.3333333333333333
ESN,44,100,0.9,0.5,1.0,lorenz,1.534057406535924e-08,4.396640947091205e-09,1e-08,lorenz__seed44,0.2222222222222222
ESN,44,100,0.9,0.5,1.0,sunspots_annual,0.2168469772468951,0.1495344296550105,10.0,sunspots_annual__seed44,0.8148148148148148
ESN,44,100,0.9,1.0,0.3,mackey_glass,8.461005811283535e-05,3.1681565789650845e-05,1e-06,mackey_glass__seed44,0.7777777777777778
ESN,44,100,0.9,1.0,0.3,narma10,0.3677334064830505,0.3160469736020259,0.1,narma10__seed44,0.7037037037037037
ESN,44,100,0.9,1.0,0.3,lorenz,1.2044459447473558e-05,8.051260819882945e-06,1e-05,lorenz__seed44,0.7407407407407407
ESN,44,100,0.9,1.0,0.3,sunspots_annual,0.1997458108814246,0.2980132645401723,0.1,sunspots_annual__seed44,0.5925925925925926
ESN,44,100,0.9,1.0,0.7,mackey_glass,1.6395796044266595e-05,1.3389056548707298e-05,1e-05,mackey_glass__seed44,0.4814814814814814
ESN,44,100,0.9,1.0,0.7,narma10,0.3432390000568323,0.3422555200223079,0.1,narma10__seed44,0.4814814814814814
ESN,44,100,0.9,1.0,0.7,lorenz,5.242355105851629e-07,5.358745010820696e-07,1e-06,lorenz__seed44,0.5185185185185185
ESN,44,100,0.9,1.0,0.7,sunspots_annual,0.1861775158504147,0.1854370699017177,10.0,sunspots_annual__seed44,0.2592592592592592
ESN,44,100,0.9,1.0,1.0,mackey_glass,5.275220386102494e-06,6.289170806805495e-06,1e-06,mackey_glass__seed44,0.2962962962962963
ESN,44,100,0.9,1.0,1.0,narma10,0.5726448942211286,0.6073597693373044,1.0,narma10__seed44,0.925925925925926
ESN,44,100,0.9,1.0,1.0,lorenz,6.903864723868113e-08,2.2165365648892632e-08,1e-08,lorenz__seed44,0.3703703703703703
ESN,44,100,0.9,1.0,1.0,sunspots_annual,0.2371939731191623,0.1587288859159352,10.0,sunspots_annual__seed44,0.9629629629629628
ESN,44,100,1.1,0.1,0.3,mackey_glass,0.0021048479445855,0.0017529265893981,0.001,mackey_glass__seed44,1.0
ESN,44,100,1.1,0.1,0.3,narma10,0.3524379395506412,0.2334649247658983,0.01,narma10__seed44,0.6666666666666666
ESN,44,100,1.1,0.1,0.3,lorenz,0.0036626126235306,0.0025940022547923,0.0001,lorenz__seed44,1.0
ESN,44,100,1.1,0.1,0.3,sunspots_annual,0.1857311885709714,0.2351383598451784,0.01,sunspots_annual__seed44,0.2222222222222222
ESN,44,100,1.1,0.1,0.7,mackey_glass,2.206600395058519e-05,2.11989921080886e-05,1e-05,mackey_glass__seed44,0.5925925925925926
ESN,44,100,1.1,0.1,0.7,narma10,0.2296530165159448,0.2349684640351602,0.01,narma10__seed44,0.1481481481481481
ESN,44,100,1.1,0.1,0.7,lorenz,6.497391263064525e-05,0.0001306844813391,1e-06,lorenz__seed44,0.8518518518518519
ESN,44,100,1.1,0.1,0.7,sunspots_annual,0.1821416363795713,0.1831367825885002,1.0,sunspots_annual__seed44,0.1111111111111111
ESN,44,100,1.1,0.1,1.0,mackey_glass,0.0003901115601117,0.000339102922908,0.0001,mackey_glass__seed44,0.9629629629629628
ESN,44,100,1.1,0.1,1.0,narma10,0.2932042776333831,0.3455999995804777,1.0,narma10__seed44,0.2592592592592592
ESN,44,100,1.1,0.1,1.0,lorenz,0.0009765085956172,0.0020240144159414,0.0001,lorenz__seed44,0.925925925925926
ESN,44,100,1.1,0.1,1.0,sunspots_annual,0.2713762009851169,0.1353089816908695,1.0,sunspots_annual__seed44,1.0
ESN,44,100,1.1,0.5,0.3,mackey_glass,0.0002001406434801,0.0001081724788046,0.0001,mackey_glass__seed44,0.8888888888888888
ESN,44,100,1.1,0.5,0.3,narma10,0.3419452486577984,0.3511825735244616,0.1,narma10__seed44,0.4444444444444444
ESN,44,100,1.1,0.5,0.3,lorenz,0.0014463739333167,0.0014802725847963,1e-06,lorenz__seed44,0.9629629629629628
ESN,44,100,1.1,0.5,0.3,sunspots_annual,0.2148688763913668,0.2829589071957303,0.1,sunspots_annual__seed44,0.7777777777777778
ESN,44,100,1.1,0.5,0.7,mackey_glass,2.1793704659525845e-05,8.840012954286845e-06,1e-05,mackey_glass__seed44,0.5555555555555556
ESN,44,100,1.1,0.5,0.7,narma10,0.3000154015730314,0.2691110317107318,1.0,narma10__seed44,0.2962962962962963
ESN,44,100,1.1,0.5,0.7,lorenz,2.7677857805479275e-06,1.444477692742557e-05,1e-08,lorenz__seed44,0.6296296296296297
ESN,44,100,1.1,0.5,0.7,sunspots_annual,0.1899531649692137,0.1805894704309105,10.0,sunspots_annual__seed44,0.3333333333333333
ESN,44,100,1.1,0.5,1.0,mackey_glass,8.944884786321333e-06,1.4756798512212872e-05,0.0001,mackey_glass__seed44,0.3703703703703703
ESN,44,100,1.1,0.5,1.0,narma10,0.372584742965051,0.2824696402682134,0.1,narma10__seed44,0.7777777777777778
ESN,44,100,1.1,0.5,1.0,lorenz,5.167401661686282e-07,1.4364540369891842e-06,1e-05,lorenz__seed44,0.4814814814814814
ESN,44,100,1.1,0.5,1.0,sunspots_annual,0.213891606290142,0.138128870196558,10.0,sunspots_annual__seed44,0.7407407407407407
ESN,44,100,1.1,1.0,0.3,mackey_glass,0.0001534745436418,0.000119377863017,0.0001,mackey_glass__seed44,0.8518518518518519
ESN,44,100,1.1,1.0,0.3,narma10,0.3684209993395401,0.3320511210883706,1.0,narma10__seed44,0.7407407407407407
ESN,44,100,1.1,1.0,0.3,lorenz,0.0003550254588861,0.0004511460858055,0.0001,lorenz__seed44,0.8888888888888888
ESN,44,100,1.1,1.0,0.3,sunspots_annual,0.20850007080154,0.2428573145417359,0.1,sunspots_annual__seed44,0.6666666666666666
ESN,44,100,1.1,1.0,0.7,mackey_glass,4.369510516188163e-05,3.216879194170925e-05,0.0001,mackey_glass__seed44,0.6296296296296297
ESN,44,100,1.1,1.0,0.7,narma10,0.3439083292641455,0.3151313339044592,1.0,narma10__seed44,0.5185185185185185
ESN,44,100,1.1,1.0,0.7,lorenz,3.326567085659149e-06,2.766230383839001e-06,1e-06,lorenz__seed44,0.7037037037037037
ESN,44,100,1.1,1.0,0.7,sunspots_annual,0.1757470988518752,0.1696877865137833,10.0,sunspots_annual__seed44,0.037037037037037
ESN,44,100,1.1,1.0,1.0,mackey_glass,1.826558968744624e-05,2.5894094818830664e-05,1e-05,mackey_glass__seed44,0.5185185185185185
ESN,44,100,1.1,1.0,1.0,narma10,0.5252582332219309,0.5389384166972486,10.0,narma10__seed44,0.8888888888888888
ESN,44,100,1.1,1.0,1.0,lorenz,1.7086055419470406e-06,2.81323989804795e-06,1e-05,lorenz__seed44,0.5925925925925926
ESN,44,100,1.1,1.0,1.0,sunspots_annual,0.2332036533530322,0.1424706270660377,10.0,sunspots_annual__seed44,0.925925925925926
ESN,45,100,0.5,0.1,0.3,mackey_glass,0.0002717334018478,0.0002738013733111,1e-08,mackey_glass__seed45,0.9629629629629628
ESN,45,100,0.5,0.1,0.3,narma10,0.344116733960878,0.3044420750463846,0.0001,narma10__seed45,0.4814814814814814
ESN,45,100,0.5,0.1,0.3,lorenz,4.293277322389344e-06,2.5934405805920915e-06,1e-08,lorenz__seed45,0.7037037037037037
ESN,45,100,0.5,0.1,0.3,sunspots_annual,0.1751034809166797,0.1649540853814619,1e-05,sunspots_annual__seed45,0.037037037037037
ESN,45,100,0.5,0.1,0.7,mackey_glass,1.3988269935199583e-05,1.4235614010661934e-05,1e-08,mackey_glass__seed45,0.5555555555555556
ESN,45,100,0.5,0.1,0.7,narma10,0.2672104473265672,0.3128295599989361,1e-08,narma10__seed45,0.1851851851851851
ESN,45,100,0.5,0.1,0.7,lorenz,1.509821765326776e-07,8.99464240090728e-08,1e-08,lorenz__seed45,0.4074074074074074
ESN,45,100,0.5,0.1,0.7,sunspots_annual,0.1957738374234739,0.4437079425562602,1e-08,sunspots_annual__seed45,0.4814814814814814
ESN,45,100,0.5,0.1,1.0,mackey_glass,2.782782458830596e-06,3.4986412390918468e-06,1e-08,mackey_glass__seed45,0.2592592592592592
ESN,45,100,0.5,0.1,1.0,narma10,0.2169269026344933,0.4407679548946875,1e-08,narma10__seed45,0.1481481481481481
ESN,45,100,0.5,0.1,1.0,lorenz,4.1697425998882045e-08,2.5135536371310043e-08,1e-08,lorenz__seed45,0.2962962962962963
ESN,45,100,0.5,0.1,1.0,sunspots_annual,0.2196745612200711,0.1972314676140436,1.0,sunspots_annual__seed45,0.7407407407407407
ESN,45,100,0.5,0.5,0.3,mackey_glass,7.363216413938645e-05,6.125427173744061e-05,1e-08,mackey_glass__seed45,0.7407407407407407
ESN,45,100,0.5,0.5,0.3,narma10,0.3527007008200583,0.3117656205214165,0.001,narma10__seed45,0.5555555555555556
ESN,45,100,0.5,0.5,0.3,lorenz,2.097959449345018e-07,3.590863072714716e-07,1e-08,lorenz__seed45,0.4444444444444444
ESN,45,100,0.5,0.5,0.3,sunspots_annual,0.1780358032283797,0.2092778222958364,0.001,sunspots_annual__seed45,0.074074074074074
ESN,45,100,0.5,0.5,0.7,mackey_glass,4.863107742912189e-06,6.200554676073846e-06,1e-08,mackey_glass__seed45,0.3703703703703703
ESN,45,100,0.5,0.5,0.7,narma10,0.3480929717298678,0.3631783310852598,1e-05,narma10__seed45,0.5185185185185185
ESN,45,100,0.5,0.5,0.7,lorenz,5.5015352547627274e-09,4.06462647422759e-09,1e-08,lorenz__seed45,0.074074074074074
ESN,45,100,0.5,0.5,0.7,sunspots_annual,0.2062442483963769,0.1328417349635163,0.01,sunspots_annual__seed45,0.6296296296296297
ESN,45,100,0.5,0.5,1.0,mackey_glass,1.4696191944573428e-06,2.096811952083317e-06,1e-08,mackey_glass__seed45,0.1111111111111111
ESN,45,100,0.5,0.5,1.0,narma10,0.6368618797850008,0.7808563658185562,0.0001,narma10__seed45,0.9629629629629628
ESN,45,100,0.5,0.5,1.0,lorenz,4.340742692115115e-09,3.457261944267051e-09,1e-08,lorenz__seed45,0.037037037037037
ESN,45,100,0.5,0.5,1.0,sunspots_annual,0.2449750285623953,0.1611190568961557,0.0001,sunspots_annual__seed45,0.9629629629629628
ESN,45,100,0.5,1.0,0.3,mackey_glass,7.861354718048304e-05,2.9266740147303727e-05,1e-08,mackey_glass__seed45,0.8148148148148148
ESN,45,100,0.5,1.0,0.3,narma10,0.3962884823144575,0.3065585415308909,0.001,narma10__seed45,0.8148148148148148
ESN,45,100,0.5,1.0,0.3,lorenz,1.3256105038122097e-06,1.6093275626305105e-07,1e-08,lorenz__seed45,0.5185185185185185
ESN,45,100,0.5,1.0,0.3,sunspots_annual,0.1997402943171885,0.2528053449858107,0.01,sunspots_annual__seed45,0.5925925925925926
ESN,45,100,0.5,1.0,0.7,mackey_glass,6.44971196490968e-06,7.825761909624463e-06,1e-08,mackey_glass__seed45,0.4074074074074074
ESN,45,100,0.5,1.0,0.7,narma10,0.522262316994939,0.4947794946989249,0.0001,narma10__seed45,0.8518518518518519
ESN,45,100,0.5,1.0,0.7,lorenz,7.616923547615787e-09,4.1621064981961634e-09,1e-08,lorenz__seed45,0.1111111111111111
ESN,45,100,0.5,1.0,0.7,sunspots_annual,0.1946556375595787,0.1545782152528461,0.1,sunspots_annual__seed45,0.4074074074074074
ESN,45,100,0.5,1.0,1.0,mackey_glass,1.964510583928123e-06,2.9878352247004406e-06,1e-08,mackey_glass__seed45,0.1851851851851851
ESN,45,100,0.5,1.0,1.0,narma10,0.662589286237146,0.7529701323799899,1.0,narma10__seed45,1.0
ESN,45,100,0.5,1.0,1.0,lorenz,8.295315831763711e-09,6.5429168408150214e-09,1e-08,lorenz__seed45,0.1481481481481481
ESN,45,100,0.5,1.0,1.0,sunspots_annual,0.2388756956296409,0.1502154129623023,0.01,sunspots_annual__seed45,0.8888888888888888
ESN,45,100,0.9,0.1,0.3,mackey_glass,3.813561300089242e-05,4.451653700234992e-05,1e-08,mackey_glass__seed45,0.7037037037037037
ESN,45,100,0.9,0.1,0.3,narma10,0.3102859504486207,0.240878107067592,1e-06,narma10__seed45,0.3703703703703703
ESN,45,100,0.9,0.1,0.3,lorenz,3.939142624859916e-06,8.467573630032797e-06,1e-08,lorenz__seed45,0.6666666666666666
ESN,45,100,0.9,0.1,0.3,sunspots_annual,0.1898746577111764,0.1928254292984149,0.01,sunspots_annual__seed45,0.2962962962962963
ESN,45,100,0.9,0.1,0.7,mackey_glass,1.8329795762785856e-06,2.111119398235712e-06,1e-08,mackey_glass__seed45,0.1481481481481481
ESN,45,100,0.9,0.1,0.7,narma10,0.2047782066424805,0.2347667002123354,1e-05,narma10__seed45,0.074074074074074
ESN,45,100,0.9,0.1,0.7,lorenz,1.3576502280615384e-07,6.625192685058756e-08,1e-08,lorenz__seed45,0.3703703703703703
ESN,45,100,0.9,0.1,0.7,sunspots_annual,0.1821672869181048,0.1793702228233773,1.0,sunspots_annual__seed45,0.1111111111111111
ESN,45,100,0.9,0.1,1.0,mackey_glass,6.295414918291262e-07,7.052308283271638e-07,1e-08,mackey_glass__seed45,0.074074074074074
ESN,45,100,0.9,0.1,1.0,narma10,0.1437252287478814,0.257174905096767,0.01,narma10__seed45,0.037037037037037
ESN,45,100,0.9,0.1,1.0,lorenz,1.5516560688597176e-08,7.615440296403373e-09,1e-08,lorenz__seed45,0.1851851851851851
ESN,45,100,0.9,0.1,1.0,sunspots_annual,0.1966606986162566,0.1444386582133378,1.0,sunspots_annual__seed45,0.5185185185185185
ESN,45,100,0.9,0.5,0.3,mackey_glass,3.06640840326698e-05,1.79791327419115e-05,1e-07,mackey_glass__seed45,0.6666666666666666
ESN,45,100,0.9,0.5,0.3,narma10,0.3554761878905451,0.2934654661592378,0.1,narma10__seed45,0.5925925925925926
ESN,45,100,0.9,0.5,0.3,lorenz,3.1059923377901767e-06,2.5023721209648028e-06,1e-06,lorenz__seed45,0.6296296296296297
ESN,45,100,0.9,0.5,0.3,sunspots_annual,0.1908501015162382,0.2236163887119054,0.01,sunspots_annual__seed45,0.3333333333333333
ESN,45,100,0.9,0.5,0.7,mackey_glass,2.1580759296447547e-06,1.7870609312884154e-06,1e-08,mackey_glass__seed45,0.2222222222222222
ESN,45,100,0.9,0.5,0.7,narma10,0.2872175374006344,0.328097911349939,0.1,narma10__seed45,0.2222222222222222
ESN,45,100,0.9,0.5,0.7,lorenz,2.988788055531944e-08,1.9311178212487414e-08,1e-08,lorenz__seed45,0.2592592592592592
ESN,45,100,0.9,0.5,0.7,sunspots_annual,0.1932668120513529,0.1395718731169431,1.0,sunspots_annual__seed45,0.3703703703703703
ESN,45,100,0.9,0.5,1.0,mackey_glass,6.174016087467025e-07,9.159466770929048e-07,1e-08,mackey_glass__seed45,0.037037037037037
ESN,45,100,0.9,0.5,1.0,narma10,0.2940991273636893,0.5291090323827966,0.01,narma10__seed45,0.2962962962962963
ESN,45,100,0.9,0.5,1.0,lorenz,1.6770560922488952e-08,2.500155951715943e-09,1e-08,lorenz__seed45,0.2222222222222222
ESN,45,100,0.9,0.5,1.0,sunspots_annual,0.2327287060644054,0.1643508548267507,10.0,sunspots_annual__seed45,0.8518518518518519
ESN,45,100,0.9,1.0,0.3,mackey_glass,0.0001234227951526,5.403756025614221e-05,1e-06,mackey_glass__seed45,0.8888888888888888
ESN,45,100,0.9,1.0,0.3,narma10,0.3834094552069667,0.3213709583977437,0.1,narma10__seed45,0.7407407407407407
ESN,45,100,0.9,1.0,0.3,lorenz,4.349364844008405e-06,3.755409193654427e-06,1e-06,lorenz__seed45,0.7407407407407407
ESN,45,100,0.9,1.0,0.3,sunspots_annual,0.1949908740788487,0.2894766726450701,0.1,sunspots_annual__seed45,0.4444444444444444
ESN,45,100,0.9,1.0,0.7,mackey_glass,9.349714697340444e-06,9.37394144232803e-06,1e-07,mackey_glass__seed45,0.5185185185185185
ESN,45,100,0.9,1.0,0.7,narma10,0.3909890378870477,0.3973462339074446,0.1,narma10__seed45,0.7777777777777778
ESN,45,100,0.9,1.0,0.7,lorenz,4.365594535433338e-07,1.4470269268307356e-07,1e-06,lorenz__seed45,0.4814814814814814
ESN,45,100,0.9,1.0,0.7,sunspots_annual,0.1895276767691975,0.1410224596256618,1.0,sunspots_annual__seed45,0.2592592592592592
ESN,45,100,0.9,1.0,1.0,mackey_glass,4.370253896152815e-06,6.0399767838811285e-06,1e-07,mackey_glass__seed45,0.3333333333333333
ESN,45,100,0.9,1.0,1.0,narma10,0.5921190476508149,0.7795275428792818,0.1,narma10__seed45,0.925925925925926
ESN,45,100,0.9,1.0,1.0,lorenz,8.691283986500048e-08,3.3566139936279554e-08,1e-06,lorenz__seed45,0.3333333333333333
ESN,45,100,0.9,1.0,1.0,sunspots_annual,0.2537784724445712,0.1405357835878418,1.0,sunspots_annual__seed45,1.0
ESN,45,100,1.1,0.1,0.3,mackey_glass,0.0005817175689195,0.0005356129834422,0.0001,mackey_glass__seed45,1.0
ESN,45,100,1.1,0.1,0.3,narma10,0.3171987547622225,0.2438293561826459,0.0001,narma10__seed45,0.4074074074074074
ESN,45,100,1.1,0.1,0.3,lorenz,0.0036388210414144,0.0023284913608297,0.0001,lorenz__seed45,1.0
ESN,45,100,1.1,0.1,0.3,sunspots_annual,0.214937787912993,0.2984444839993669,0.1,sunspots_annual__seed45,0.6666666666666666
