arch,task,seed,beta_pi,lambda_pi,gamma,features,val_nmse,test_nmse,alpha,n,layers,topology,mixer,input_mode,channel,task_profile
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,50,0.005,0.125,0.12,96,0.00012532533560596484,0.00014855732270172456,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,50,0.005,0.125,0.12,96,0.15724486783506958,0.17749443970009282,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,50,0.005,0.125,0.12,96,0.15011881596795904,0.18637646878091452,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,51,0.005,0.125,0.12,96,1.9829057604218246e-05,1.303432599692959e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,51,0.005,0.125,0.12,96,1.90934140638098e-05,2.2716007669943803e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,51,0.005,0.125,0.12,96,0.14657605281384406,0.18056593885399144,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,51,0.005,0.125,0.12,96,0.14829572998247612,0.18643245591923385,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,42,0.005,0.125,0.16,96,8.968584777347743e-05,4.515896132097665e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,42,0.005,0.125,0.16,96,7.880942342293034e-05,9.239815526353402e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,42,0.005,0.125,0.16,96,0.20708409947389075,0.24197532875128136,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,42,0.005,0.125,0.16,96,0.16839674934054757,0.22722510906599078,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,43,0.005,0.125,0.16,96,7.854647481404884e-05,4.3895031820250284e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,43,0.005,0.125,0.16,96,6.58870454374721e-05,7.942926845009263e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,43,0.005,0.125,0.16,96,0.15378933042694443,0.1742940037954147,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,43,0.005,0.125,0.16,96,0.16035263870344707,0.22216220820661836,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,44,0.005,0.125,0.16,96,0.00010019204602360305,5.856911728099983e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,44,0.005,0.125,0.16,96,8.991115530294443e-05,0.00010914254963560516,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,44,0.005,0.125,0.16,96,0.15802524132610093,0.18539029834583837,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,44,0.005,0.125,0.16,96,0.14751658698578135,0.18990852123122504,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,45,0.005,0.125,0.16,96,6.93475630350401e-05,4.031484011266432e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,45,0.005,0.125,0.16,96,5.1291923943837895e-05,6.169025315099446e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,45,0.005,0.125,0.16,96,0.1430010507054573,0.1869802705480157,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,45,0.005,0.125,0.16,96,0.16353439709414117,0.2130148589340558,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,46,0.005,0.125,0.16,96,3.655656490187997e-05,2.064093695160811e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,46,0.005,0.125,0.16,96,3.34077263689282e-05,4.018287970164297e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,46,0.005,0.125,0.16,96,0.14914065486628275,0.17144286315819074,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,46,0.005,0.125,0.16,96,0.14978779275673695,0.19039918523992003,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,47,0.005,0.125,0.16,96,1.873958748650587e-05,1.35207165571864e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,47,0.005,0.125,0.16,96,2.2122989568001227e-05,2.6154223097455376e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,47,0.005,0.125,0.16,96,0.14308925518279375,0.15924544355659553,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,47,0.005,0.125,0.16,96,0.14295623293256643,0.18868970994693465,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,48,0.005,0.125,0.16,96,1.6496421079676474e-05,7.397582857808212e-06,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,48,0.005,0.125,0.16,96,1.4832175454971976e-05,1.8113952303816737e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,48,0.005,0.125,0.16,96,0.14018911749077434,0.17377234102326775,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,48,0.005,0.125,0.16,96,0.14044645702300687,0.1854188263199437,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,49,0.005,0.125,0.16,96,5.9103012507377885e-05,2.843065070179344e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,49,0.005,0.125,0.16,96,4.702446641617246e-05,5.5659435748652876e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,49,0.005,0.125,0.16,96,0.13752534002439684,0.1660688554388097,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,49,0.005,0.125,0.16,96,0.1458923468024246,0.18084868798205728,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,50,0.005,0.125,0.16,96,0.00015989318272254018,0.0001001291787526979,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,50,0.005,0.125,0.16,96,0.00011148935174191691,0.0001335069283435758,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,50,0.005,0.125,0.16,96,0.17971158672653453,0.2060515414930669,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,50,0.005,0.125,0.16,96,0.14237209869508943,0.1821501984133703,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,51,0.005,0.125,0.16,96,2.169010162533602e-05,1.4538558096461257e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,51,0.005,0.125,0.16,96,2.329804595930369e-05,2.7746456624374056e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,51,0.005,0.125,0.16,96,0.18293846300640576,0.21796758024691457,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,51,0.005,0.125,0.16,96,0.14908327886975467,0.19348206309554816,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,42,0.01,0.035,0.05,96,0.0002022258917986381,0.00014278873177592642,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,42,0.01,0.035,0.05,96,0.00011297567142160001,0.00013528726012019073,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,42,0.01,0.035,0.05,96,0.14727540214593457,0.15609505526334583,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,42,0.01,0.035,0.05,96,0.18158730264914827,0.2626869519525668,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,43,0.01,0.035,0.05,96,0.00025376209441831446,0.00014063252055961293,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,43,0.01,0.035,0.05,96,0.0001311989000459557,0.00015797366669127345,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,43,0.01,0.035,0.05,96,0.15056080508399863,0.15045556548192682,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,43,0.01,0.035,0.05,96,0.1889615526350574,0.24423826496501472,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,44,0.01,0.035,0.05,96,0.00014905113097911775,0.00012189514588158705,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,44,0.01,0.035,0.05,96,0.00015239278801438684,0.0001744047564024632,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,44,0.01,0.035,0.05,96,0.14034396374202707,0.14697770894037152,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,44,0.01,0.035,0.05,96,0.1882166203751814,0.2702570633620441,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,45,0.01,0.035,0.05,96,0.00016327057226731605,0.00010030491770138531,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,45,0.01,0.035,0.05,96,9.501202091003696e-05,0.00011357167326211659,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,45,0.01,0.035,0.05,96,0.1272529706011512,0.13641873267441718,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,45,0.01,0.035,0.05,96,0.15726517122706682,0.1765921826223938,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,46,0.01,0.035,0.05,96,0.0001391133185027718,8.626282084680047e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,46,0.01,0.035,0.05,96,8.53263859869749e-05,0.0001015135717703719,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,46,0.01,0.035,0.05,96,0.13999939410842027,0.15040795511908683,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,46,0.01,0.035,0.05,96,0.1402820045183208,0.1857855747484929,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,47,0.01,0.035,0.05,96,3.3825825365054394e-05,2.1071087801036158e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,47,0.01,0.035,0.05,96,2.0018965059445633e-05,2.471923594747465e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,47,0.01,0.035,0.05,96,0.10343841325813945,0.14267521008501766,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,47,0.01,0.035,0.05,96,0.15250443273103725,0.18167684816210664,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,48,0.01,0.035,0.05,96,8.067993175641977e-05,3.886562675953878e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,48,0.01,0.035,0.05,96,2.6517387162334534e-05,3.383797126959782e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,48,0.01,0.035,0.05,96,0.1492822377475559,0.14974968186684418,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,48,0.01,0.035,0.05,96,0.13845707756081244,0.18699695697952196,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,49,0.01,0.035,0.05,96,7.865603343750941e-05,4.2215362118746875e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,49,0.01,0.035,0.05,96,5.342307617544127e-05,6.411830705189784e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,49,0.01,0.035,0.05,96,0.15660444585390998,0.14948114898773457,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,49,0.01,0.035,0.05,96,0.1765323928908026,0.26112412518400224,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,50,0.01,0.035,0.05,96,0.00029520529419346044,0.00013129738206749982,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,50,0.01,0.035,0.05,96,0.00010334537167799876,0.00011807673207862443,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,50,0.01,0.035,0.05,96,0.16847333503231066,0.1879549433134176,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,50,0.01,0.035,0.05,96,0.1655801782817522,0.21066340541386464,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,51,0.01,0.035,0.05,96,0.00010071067559499908,5.573746420806618e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,51,0.01,0.035,0.05,96,4.178697205586446e-05,5.506574417135849e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,51,0.01,0.035,0.05,96,0.12550672600846205,0.13900359634054066,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,51,0.01,0.035,0.05,96,0.14321274627670974,0.17397041539189873,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,42,0.01,0.035,0.08,96,0.00013623704692871072,8.282169812136955e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,42,0.01,0.035,0.08,96,7.205332284700462e-05,8.862390840722094e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,42,0.01,0.035,0.08,96,0.13564373816462713,0.14383226617887654,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,42,0.01,0.035,0.08,96,0.15051679375040283,0.19555058844194131,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,43,0.01,0.035,0.08,96,0.00015198921963795965,8.219649996471263e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,43,0.01,0.035,0.08,96,9.071800745034135e-05,0.00010819938945120047,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,43,0.01,0.035,0.08,96,0.1436010779857709,0.15515417186442945,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,43,0.01,0.035,0.08,96,0.15457135721167076,0.18673920502789834,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,44,0.01,0.035,0.08,96,0.00010964674967760014,8.476559388136628e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,44,0.01,0.035,0.08,96,0.00010847440032304474,0.0001261504604556286,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,44,0.01,0.035,0.08,96,0.14205147808553487,0.14904707373064677,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,44,0.01,0.035,0.08,96,0.14194867313171242,0.1761704437396672,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,45,0.01,0.035,0.08,96,0.00011747899312650939,7.357109395429402e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,45,0.01,0.035,0.08,96,6.908153569245381e-05,8.136701638101615e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,45,0.01,0.035,0.08,96,0.1292073448406369,0.12888322142735997,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,45,0.01,0.035,0.08,96,0.14499374357645,0.17352956278508583,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,46,0.01,0.035,0.08,96,8.353771700983537e-05,5.86865249865363e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,46,0.01,0.035,0.08,96,6.00559653330816e-05,7.080825824318079e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,46,0.01,0.035,0.08,96,0.13700756651380416,0.1507139338336947,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,46,0.01,0.035,0.08,96,0.14940067895045728,0.20219652750442865,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,47,0.01,0.035,0.08,96,2.084270021216857e-05,1.3763658361874529e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,47,0.01,0.035,0.08,96,1.576589293707674e-05,1.8458498612978226e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,47,0.01,0.035,0.08,96,0.09842195153185068,0.1255697692218389,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,47,0.01,0.035,0.08,96,0.1509365606525466,0.1876935718077951,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,48,0.01,0.035,0.08,96,4.7796116672597494e-05,2.2541776929392355e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,48,0.01,0.035,0.08,96,1.8857493653201774e-05,2.3007288404476026e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,48,0.01,0.035,0.08,96,0.13214116177893312,0.14375503610184065,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,48,0.01,0.035,0.08,96,0.14859913873313868,0.18505049633267032,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,49,0.01,0.035,0.08,96,8.269242875714298e-05,3.157197334395038e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,49,0.01,0.035,0.08,96,3.876446026123145e-05,4.6940542096503694e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,49,0.01,0.035,0.08,96,0.12353945197212012,0.14133822311463323,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,49,0.01,0.035,0.08,96,0.13903055272222292,0.20881514740497348,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,50,0.01,0.035,0.08,96,0.00015399449195658361,8.042553516512148e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,50,0.01,0.035,0.08,96,6.717640786839828e-05,7.814078140213635e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,50,0.01,0.035,0.08,96,0.1736311266136022,0.18788419518921748,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,50,0.01,0.035,0.08,96,0.14065432770318667,0.1779599931802719,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,51,0.01,0.035,0.08,96,5.815757917637779e-05,3.3381440510173326e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,51,0.01,0.035,0.08,96,3.176226434130691e-05,3.9117001216982595e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,51,0.01,0.035,0.08,96,0.12267134873713788,0.13742912279132968,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,51,0.01,0.035,0.08,96,0.14279704000922985,0.1779672587541364,1e-05,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,42,0.01,0.035,0.1,96,0.00011244646698160073,6.662830907953798e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,42,0.01,0.035,0.1,96,6.068364203528233e-05,7.393243907415641e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,42,0.01,0.035,0.1,96,0.14233546388737076,0.15257694200708552,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,42,0.01,0.035,0.1,96,0.14662439199758534,0.19107302131226586,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,43,0.01,0.035,0.1,96,0.00013134236633365404,6.39232097646819e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,43,0.01,0.035,0.1,96,7.757654236568683e-05,9.264480309216821e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,43,0.01,0.035,0.1,96,0.1433958524431419,0.1573177805732361,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,43,0.01,0.035,0.1,96,0.14823380211723491,0.1747575621318593,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,44,0.01,0.035,0.1,96,9.954976018040883e-05,7.433149875930087e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,44,0.01,0.035,0.1,96,9.690733985040196e-05,0.00011352784236272134,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,44,0.01,0.035,0.1,96,0.14374608409494216,0.152624706598744,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
