config,task,seed,beta_pi,lambda_pi,gamma,mixer,input_mode,features,val_nmse,test_nmse,alpha
rxzzrx_u_b010_l050_g16,sunspots_annual,45,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.1861963409561909,0.1711460733290124,1e-06
rxzzrx_u_b010_l050_g16,mackey_glass,46,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.0001475671149665,0.0001785634764908,1e-08
rxzzrx_u_b010_l050_g16,narma10,46,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.1945500073347016,0.2253966107855716,1e-08
rxzzrx_u_b010_l050_g16,lorenz,46,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.0001092270578194,0.0001191197187154,1e-08
rxzzrx_u_b010_l050_g16,sunspots_annual,46,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.199130757422704,0.1876674736021669,1e-05
rxzzrx_u_b010_l050_g16,mackey_glass,47,0.01,0.05,0.16,rx_zz_rx,uniform,16,6.608922304329882e-05,6.098533933338732e-05,1e-08
rxzzrx_u_b010_l050_g16,narma10,47,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.1631794000000173,0.2346574882684729,1e-08
rxzzrx_u_b010_l050_g16,lorenz,47,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.0001004840427805,0.0001243813428164,1e-08
rxzzrx_u_b010_l050_g16,sunspots_annual,47,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.2098705088298751,0.2199322513644871,0.0001
rxzzrx_u_b010_l050_g16,mackey_glass,48,0.01,0.05,0.16,rx_zz_rx,uniform,16,6.745458574589961e-05,6.163004794748102e-05,1e-08
rxzzrx_u_b010_l050_g16,narma10,48,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.183601005424389,0.2374543028023304,1e-08
rxzzrx_u_b010_l050_g16,lorenz,48,0.01,0.05,0.16,rx_zz_rx,uniform,16,9.369741333411372e-05,0.0001019354153813,1e-08
rxzzrx_u_b010_l050_g16,sunspots_annual,48,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.2844109799941029,0.135147011247904,1e-07
rxzzrx_u_b010_l050_g16,mackey_glass,49,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.0001085892782249,0.0001532268927242,1e-08
rxzzrx_u_b010_l050_g16,narma10,49,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.2123911698380667,0.2841358297286441,1e-08
rxzzrx_u_b010_l050_g16,lorenz,49,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.0002037225058119,0.000219472518146,1e-08
rxzzrx_u_b010_l050_g16,sunspots_annual,49,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.2206742293814051,0.204825599701469,1e-05
rxzzrx_u_b010_l050_g16,mackey_glass,50,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.0005114802304163,0.0005647825637654,1e-08
rxzzrx_u_b010_l050_g16,narma10,50,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.3310891189084004,0.2752328454477942,1e-08
rxzzrx_u_b010_l050_g16,lorenz,50,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.0007568534936431,0.0008386282411788,1e-08
rxzzrx_u_b010_l050_g16,sunspots_annual,50,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.1798083135652808,0.1982410052704608,1e-06
rxzzrx_u_b010_l050_g16,mackey_glass,51,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.0001071473452251,0.0001483425315967,1e-08
rxzzrx_u_b010_l050_g16,narma10,51,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.2243265274501575,0.2640702278564041,1e-08
rxzzrx_u_b010_l050_g16,lorenz,51,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.0001895601130561,0.0001967558826927,1e-08
rxzzrx_u_b010_l050_g16,sunspots_annual,51,0.01,0.05,0.16,rx_zz_rx,uniform,16,0.2081290518749989,0.250653893599471,0.0001
