variant,task,seed,readout,beta_pi,lambda_pi,gamma,effective_gamma,nominal_gamma,n,layers,topology,mixer,input_mode,channel,val_nmse,test_nmse,alpha
dephasing,narma10,50,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,50,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0022499903121935,1.0146623515391382,1e-05
dephasing,lorenz,51,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,51,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,51,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,51,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0038651321197833,1.011189185509055,1e-08
dephasing,lorenz,52,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.9428629793774943,1.0014207520047445,1e-08
dephasing,mackey_glass,52,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000915361733187,1.003073691055767,1000.0
dephasing,narma10,52,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0012200364997408,1.038769952187054,0.0001
dephasing,sunspots_annual,52,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0049508221686854,1.0094407906756635,100.0
dephasing,lorenz,53,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.9535374440255928,1.0011568384377376,1e-08
dephasing,mackey_glass,53,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000915921070126,1.0030740197915042,1000.0
dephasing,narma10,53,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0010876801015238,1.0395172868055493,1e-08
dephasing,sunspots_annual,53,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0051064002223393,1.009238548084308,1000.0
dephasing,lorenz,54,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.21978968480747,1.0026944750193305,1e-08
dephasing,mackey_glass,54,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,0.0001
dephasing,narma10,54,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0045510097279642,1.0273510422716667,1e-08
dephasing,sunspots_annual,54,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.001287741914034,1.0177118571713946,1e-07
dephasing,lorenz,55,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,55,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,55,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,55,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.005017681051076,1.0093656949969354,1e-08
dephasing,lorenz,56,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.9602502929718066,1.0010053953143339,1e-07
dephasing,mackey_glass,56,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000914596077648,1.0030732409506338,1000.0
dephasing,narma10,56,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0016447273759614,1.0366529873466133,1e-08
dephasing,sunspots_annual,56,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0044133968894315,1.0270162624732497,1e-08
dephasing,lorenz,57,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,57,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,57,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,57,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0022889638427575,1.01455961602592,1e-08
dephasing,lorenz,58,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,58,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,58,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,58,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0050954620038393,1.0092560440704197,1000.0
dephasing,lorenz,59,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,59,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,59,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,59,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0032845361172846,1.0122826798315125,1e-08
dephasing,lorenz,60,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.8664392184303613,1.0041954742311126,1e-05
dephasing,mackey_glass,60,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000935746201942,1.003085690846659,1000.0
dephasing,narma10,60,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000243552263301,1.0466101835763078,1e-05
dephasing,sunspots_annual,60,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0050937871182946,1.009253029915177,1000.0
dephasing,lorenz,61,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,61,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,61,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,61,Z+ZZ,0.0,0.1,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0050636985528831,1.009300642531898,1e-08
dephasing,lorenz,42,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,42,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,42,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,42,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0025252840108867,1.0139618922046054,1e-08
dephasing,lorenz,43,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.0840101909052944,1.0000885940009905,1e-08
dephasing,mackey_glass,43,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000914548955075,1.0030732132439397,1000.0
dephasing,narma10,43,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0022192157167755,1.0342621683967759,1e-08
dephasing,sunspots_annual,43,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0041102151699044,1.0107835130808287,10.0
dephasing,lorenz,44,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110337,1.002694475019443,1e-08
dephasing,mackey_glass,44,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-06
dephasing,narma10,44,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713796,1e-08
dephasing,sunspots_annual,44,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.001584111709276,1.0166457125839432,1e-06
dephasing,lorenz,45,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2195804661948464,1.0026878755547046,1e-08
dephasing,mackey_glass,45,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000914548891073,1.0030732132063072,100.0
dephasing,narma10,45,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0045454986574922,1.0273641375702176,1e-08
dephasing,sunspots_annual,45,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0022943544347152,1.0145442513368,0.1
dephasing,lorenz,46,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,46,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,46,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,46,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0023263871581196,1.014462122620692,1e-08
dephasing,lorenz,47,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,47,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,47,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,47,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.001705132869475,1.0162480497058564,1e-08
dephasing,lorenz,48,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.0058166750119644,1.000264908692635,1e-08
dephasing,mackey_glass,48,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091463428896,1.003073263417338,1000.0
dephasing,narma10,48,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.001599700333364,1.036860651344574,1e-08
dephasing,sunspots_annual,48,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0049123543000629,1.0095386408680451,0.1
dephasing,lorenz,49,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,49,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,49,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,49,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0019134424907157,1.0156057322205974,1e-08
dephasing,lorenz,50,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,50,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,50,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,50,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0020771016854186,1.0151337549233,0.001
dephasing,lorenz,51,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,51,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,51,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,51,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0023026443556193,1.0145238464248707,1e-08
dephasing,lorenz,52,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.9435842519469293,1.0014020330162405,1e-05
dephasing,mackey_glass,52,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000916095781185,1.0030741224582607,1000.0
dephasing,narma10,52,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0006197285056095,1.0426939553551329,1e-08
dephasing,sunspots_annual,52,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0049728321848221,1.009408999373967,100.0
dephasing,lorenz,53,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.9062063621258498,1.0025507600588337,1e-08
dephasing,mackey_glass,53,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000922278447806,1.0030777544433642,1000.0
dephasing,narma10,53,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0005883946281586,1.0429588360694906,1e-08
dephasing,sunspots_annual,53,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0051119628283955,1.0092286155640995,1000.0
dephasing,lorenz,54,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197895765850846,1.002694471603684,1e-08
dephasing,mackey_glass,54,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,10.0
dephasing,narma10,54,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0045510065117749,1.027351049910682,1e-08
dephasing,sunspots_annual,54,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0015055216948927,1.0169133375590926,1e-07
dephasing,lorenz,55,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,55,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,55,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,55,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004896883769121,1.009538987269729,1e-08
dephasing,lorenz,56,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.9554629713784293,1.001112247032157,1e-05
dephasing,mackey_glass,56,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091494507534,1.0030734461331094,1000.0
dephasing,narma10,56,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0002962246562144,1.0458249750034831,1e-08
dephasing,sunspots_annual,56,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0006491566690912,1.0554642499496394,1e-08
dephasing,lorenz,57,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,57,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,57,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,57,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0019339124311897,1.015545220112392,1e-08
dephasing,lorenz,58,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,58,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,58,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,58,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0050954620038275,1.0092560440704363,1000.0
dephasing,lorenz,59,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,59,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,59,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,59,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0032900521695471,1.0122716052214253,1e-08
dephasing,lorenz,60,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.7983366350524204,1.0082135635286966,0.001
dephasing,mackey_glass,60,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000980128028167,1.0031126452114616,1000.0
dephasing,narma10,60,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000603456404464,1.053680427664127,1e-06
dephasing,sunspots_annual,60,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004956413855331,1.0093899331105767,100.0
dephasing,lorenz,61,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,61,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,61,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,61,Z+ZZ,0.0,0.12,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.005011139521189,1.0093749850406264,1e-08
dephasing,lorenz,42,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,42,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,42,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,42,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0041648701981825,1.0106752956703111,1e-08
dephasing,lorenz,43,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.0915627503160312,1.0001402762371188,1e-08
dephasing,mackey_glass,43,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000914548915174,1.003073213220478,1000.0
dephasing,narma10,43,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0022811550511785,1.0340283949119928,1e-08
dephasing,sunspots_annual,43,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0038721641719068,1.0111865241717617,10.0
dephasing,lorenz,44,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2192667264799693,1.0026779932464667,1e-08
dephasing,mackey_glass,44,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000914548891073,1.0030732132063078,100.0
dephasing,narma10,44,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004537446906219,1.0273832899063975,1e-08
dephasing,sunspots_annual,44,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.002180953087952,1.0148452669311459,0.001
dephasing,lorenz,45,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.1224929920162796,1.0004715187328612,1e-08
dephasing,mackey_glass,45,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000914548891415,1.0030732132065086,1000.0
dephasing,narma10,45,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.002607744452783,1.0328574070511354,1e-08
dephasing,sunspots_annual,45,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0029583809428118,1.0129722738435047,1.0
dephasing,lorenz,46,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,46,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,46,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,46,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0022388727093798,1.01469188737832,1e-08
dephasing,lorenz,47,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,47,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,47,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,47,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0018990078857217,1.0156486690363782,1e-08
dephasing,lorenz,48,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.9762467276413087,1.0006890411653062,1e-08
dephasing,mackey_glass,48,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0000915032593822,1.0030734975822724,1000.0
dephasing,narma10,48,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0013219716175394,1.0382262687974462,1e-08
dephasing,sunspots_annual,48,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.005101681067984,1.009246299199243,1000.0
dephasing,lorenz,49,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
dephasing,mackey_glass,49,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,1e-08
dephasing,narma10,49,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.004551009728085,1.0273510422713792,1e-08
dephasing,sunspots_annual,49,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0021264005929809,1.0149966308495764,1e-08
dephasing,lorenz,50,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.219789424718304,1.0026944668105713,1e-08
dephasing,mackey_glass,50,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.000091454889107,1.003073213206307,100.0
dephasing,narma10,50,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.00455100210366,1.0273510603807436,1e-08
dephasing,sunspots_annual,50,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,1.0020298892118222,1.0152666633443386,0.001
dephasing,lorenz,51,Z+ZZ,0.0,0.16,0.12,0.12,0.12,4,2,ring,rx_zz,uniform,dephasing,2.2197896848110346,1.002694475019443,1e-08
