metric,spearman_vs_val_rank
MC,-0.8535652617025556
IPCmem,-0.8442383511734176
IPCtot,-0.9038173287112303
IPCnonlin,-0.8001776658624342
Vfeat,0.15963646352511923
reff,0.15092300569239145
