arch,task,seed,beta_pi,lambda_pi,gamma,features,val_nmse,test_nmse,alpha,n,layers,topology,mixer,input_mode,channel,task_profile
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,45,0.005,0.075,0.05,96,0.1369050374872515,0.18269970724779744,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,46,0.005,0.075,0.05,96,5.27454305514148e-05,3.909481598139352e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,46,0.005,0.075,0.05,96,4.73658667456023e-05,5.562621271270155e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,46,0.005,0.075,0.05,96,0.13792811908426994,0.14767305245460843,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,46,0.005,0.075,0.05,96,0.1638497760632516,0.19438208004378693,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,47,0.005,0.075,0.05,96,3.59480811059695e-05,2.2594165480192975e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,47,0.005,0.075,0.05,96,2.2251305221191784e-05,2.680885621396292e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,47,0.005,0.075,0.05,96,0.11925070691673427,0.12735423099187893,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,47,0.005,0.075,0.05,96,0.13960674679849341,0.18563758981043266,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,48,0.005,0.075,0.05,96,8.489895390970234e-05,4.0948979188790294e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,48,0.005,0.075,0.05,96,4.988849344294848e-05,6.139000829255529e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,48,0.005,0.075,0.05,96,0.14380261062925226,0.15045599182363983,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,48,0.005,0.075,0.05,96,0.16833125250553982,0.23900430968758157,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,49,0.005,0.075,0.05,96,7.424545527491574e-05,4.050646120044739e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,49,0.005,0.075,0.05,96,6.394330955071183e-05,7.627130481129764e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,49,0.005,0.075,0.05,96,0.14224501184727997,0.13781373216658319,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,49,0.005,0.075,0.05,96,0.1639645810357993,0.24515541925518297,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,50,0.005,0.075,0.05,96,0.0004308147303655634,0.0002631255607660858,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,50,0.005,0.075,0.05,96,0.0001739411145448817,0.0001990938161429407,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,50,0.005,0.075,0.05,96,0.13601782033227977,0.1443021036159944,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,50,0.005,0.075,0.05,96,0.14310233939679856,0.18153017552225648,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,51,0.005,0.075,0.05,96,7.14508432609219e-05,4.5460887345085256e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,51,0.005,0.075,0.05,96,4.015414909414664e-05,4.6865382407039505e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,51,0.005,0.075,0.05,96,0.13335703666092247,0.14190908738682165,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,51,0.005,0.075,0.05,96,0.16106568220561515,0.1982079338515512,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,42,0.005,0.075,0.08,96,0.00016590602835264793,8.876316294348767e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,42,0.005,0.075,0.08,96,9.954502268191607e-05,0.00011822937722802738,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,42,0.005,0.075,0.08,96,0.13864212602559745,0.14567048971836366,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,42,0.005,0.075,0.08,96,0.15203432908452708,0.20089006050446143,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,43,0.005,0.075,0.08,96,0.00011419322771939462,6.515629608705189e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,43,0.005,0.075,0.08,96,8.689183142578738e-05,0.00010217120159844748,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,43,0.005,0.075,0.08,96,0.1422369988155347,0.1513842535903187,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,43,0.005,0.075,0.08,96,0.14533418007234203,0.19630260194800433,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,44,0.005,0.075,0.08,96,0.0001370354488301587,9.118874875228565e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,44,0.005,0.075,0.08,96,0.00011674007599789645,0.0001371614355713527,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,44,0.005,0.075,0.08,96,0.1442058332300311,0.15138620125759494,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,44,0.005,0.075,0.08,96,0.1514284970164981,0.18701766604493184,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,45,0.005,0.075,0.08,96,0.00012084119533887554,6.789696464405587e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,45,0.005,0.075,0.08,96,9.826800223505375e-05,0.00011691109909714041,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,45,0.005,0.075,0.08,96,0.1447138038006522,0.14954482247338488,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,45,0.005,0.075,0.08,96,0.14178894571804374,0.17507075222535462,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,46,0.005,0.075,0.08,96,4.672673942071532e-05,3.0945389967841245e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,46,0.005,0.075,0.08,96,4.506154157283057e-05,5.359044665515965e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,46,0.005,0.075,0.08,96,0.14262881048455447,0.15896817474533223,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,46,0.005,0.075,0.08,96,0.15262802541350967,0.17372651901818884,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,47,0.005,0.075,0.08,96,2.3283833807317178e-05,1.465810854154476e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,47,0.005,0.075,0.08,96,1.843647103758785e-05,2.1205014461118336e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,47,0.005,0.075,0.08,96,0.12396153658857854,0.13638285926510924,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,47,0.005,0.075,0.08,96,0.14974915251833745,0.18926503503840117,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,48,0.005,0.075,0.08,96,4.5049077021615e-05,1.983504611713758e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,48,0.005,0.075,0.08,96,2.898381754513911e-05,3.4612261788499034e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,48,0.005,0.075,0.08,96,0.1375739434177355,0.14863213876717446,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,48,0.005,0.075,0.08,96,0.15486078115826596,0.2013258815982679,1e-05,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,49,0.005,0.075,0.08,96,5.9648828310584356e-05,2.790864586891831e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,49,0.005,0.075,0.08,96,4.3629367261607273e-05,5.3222238624658525e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,49,0.005,0.075,0.08,96,0.1255707827822973,0.13954043148776346,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,49,0.005,0.075,0.08,96,0.14712610761162823,0.18473484566421727,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,50,0.005,0.075,0.08,96,0.00024893650260140424,0.0001714090948996065,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,50,0.005,0.075,0.08,96,0.00014718404749310444,0.00016695967233635076,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,50,0.005,0.075,0.08,96,0.14860351191385063,0.16055991777606657,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,50,0.005,0.075,0.08,96,0.1469033179466021,0.1800842307810387,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,51,0.005,0.075,0.08,96,4.397900495349474e-05,2.899678869199832e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,51,0.005,0.075,0.08,96,3.342886785794097e-05,3.9232661922620387e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,51,0.005,0.075,0.08,96,0.12919239868538734,0.13228932171756047,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,51,0.005,0.075,0.08,96,0.15074524291177807,0.186332133775468,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,42,0.005,0.075,0.12,96,0.0001226698884497226,6.747484734076183e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,42,0.005,0.075,0.12,96,7.877007043071125e-05,9.318412618071945e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,42,0.005,0.075,0.12,96,0.14541280741040835,0.1682965991692822,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,42,0.005,0.075,0.12,96,0.15337419185436083,0.22053947849054445,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,43,0.005,0.075,0.12,96,9.341100208592161e-05,5.4689661189442685e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,43,0.005,0.075,0.12,96,7.90799166402858e-05,9.435910538390761e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,43,0.005,0.075,0.12,96,0.1476281845357834,0.16088040904029077,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,43,0.005,0.075,0.12,96,0.15178924252563944,0.20553079941953592,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,44,0.005,0.075,0.12,96,0.00011405644835218191,7.724629179933842e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,44,0.005,0.075,0.12,96,0.00010660976873149745,0.00012686831371995781,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,44,0.005,0.075,0.12,96,0.1459549711494108,0.16161594874608035,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,44,0.005,0.075,0.12,96,0.1518668725673678,0.19011905663075285,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,45,0.005,0.075,0.12,96,9.883740485341372e-05,5.7176242006785443e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,45,0.005,0.075,0.12,96,8.839936339072903e-05,0.00010649891694574635,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,45,0.005,0.075,0.12,96,0.14439660801263238,0.16019952606331253,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,45,0.005,0.075,0.12,96,0.14968940042766068,0.18407907264725096,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,46,0.005,0.075,0.12,96,4.580814501001267e-05,3.0216150824264553e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,46,0.005,0.075,0.12,96,4.661461521734523e-05,5.6029186921428275e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,46,0.005,0.075,0.12,96,0.1462576474127447,0.17127712516187438,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,46,0.005,0.075,0.12,96,0.15508755803095045,0.18650395469072845,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,47,0.005,0.075,0.12,96,1.8024008188355043e-05,1.131325950757725e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,47,0.005,0.075,0.12,96,1.5666445628011826e-05,1.822361025124445e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,47,0.005,0.075,0.12,96,0.1233381208244561,0.14780452092629276,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,47,0.005,0.075,0.12,96,0.15149379540325664,0.19487352892450233,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,48,0.005,0.075,0.12,96,2.9179752358090148e-05,1.3063803119585284e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,48,0.005,0.075,0.12,96,2.112947773573486e-05,2.546926525545766e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,48,0.005,0.075,0.12,96,0.1376766148585892,0.15345489549144142,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,48,0.005,0.075,0.12,96,0.14098922406203446,0.1771680214532973,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,49,0.005,0.075,0.12,96,5.90445715310356e-05,2.767330195426203e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,49,0.005,0.075,0.12,96,4.3861473638353356e-05,5.285589887233827e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,49,0.005,0.075,0.12,96,0.13710630806038676,0.14690831154495862,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,49,0.005,0.075,0.12,96,0.1442405609717773,0.18731854652058044,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,50,0.005,0.075,0.12,96,0.0001750756698492556,0.00012363581779096166,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,50,0.005,0.075,0.12,96,0.00011862995446525997,0.00013756909145801934,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,50,0.005,0.075,0.12,96,0.16039013767887617,0.18370281069481403,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,50,0.005,0.075,0.12,96,0.1390998542436734,0.17478508184073727,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,51,0.005,0.075,0.12,96,3.8161414777515024e-05,2.393985553067496e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,51,0.005,0.075,0.12,96,3.0463396622737518e-05,3.7021107392590646e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,51,0.005,0.075,0.12,96,0.13458207960523733,0.1481369818060805,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,51,0.005,0.075,0.12,96,0.14273047853360238,0.18322142157826427,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,42,0.005,0.1,0.05,96,0.0001851410053958993,8.923497270717673e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,42,0.005,0.1,0.05,96,0.00010865532391760798,0.0001279198361191671,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,42,0.005,0.1,0.05,96,0.1353196644118657,0.14817051114119387,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,42,0.005,0.1,0.05,96,0.15502098711977044,0.21139057775978481,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,43,0.005,0.1,0.05,96,0.00010534140357070919,6.148328948397329e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,43,0.005,0.1,0.05,96,7.036673200713959e-05,8.331804551988807e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,43,0.005,0.1,0.05,96,0.13755350207799624,0.1464405208522656,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,43,0.005,0.1,0.05,96,0.17080978962425516,0.20543625782249283,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,44,0.005,0.1,0.05,96,0.0001118516244934505,6.611864678787518e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,44,0.005,0.1,0.05,96,9.416026897673918e-05,0.00011043864050698643,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,44,0.005,0.1,0.05,96,0.13970233362266296,0.14451509817620653,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,44,0.005,0.1,0.05,96,0.18433519627545933,0.25968241621707583,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,45,0.005,0.1,0.05,96,0.00010940948048253825,6.756185002977271e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,45,0.005,0.1,0.05,96,8.815154401069091e-05,0.00010390419934583154,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,45,0.005,0.1,0.05,96,0.14476589144502966,0.15025934888608247,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,45,0.005,0.1,0.05,96,0.14198853901465983,0.18588010472231623,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,46,0.005,0.1,0.05,96,6.015861782094702e-05,3.9588757425161146e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,46,0.005,0.1,0.05,96,5.180070255902843e-05,6.113115374666103e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,46,0.005,0.1,0.05,96,0.1252687226287352,0.13509131458869558,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,46,0.005,0.1,0.05,96,0.16578955263542475,0.20841607260183795,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,47,0.005,0.1,0.05,96,3.0761557914772364e-05,1.959657620024949e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,47,0.005,0.1,0.05,96,2.1157899239831572e-05,2.5701225119585137e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,47,0.005,0.1,0.05,96,0.11308198053451736,0.1321641601497634,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,47,0.005,0.1,0.05,96,0.1502567104657634,0.19430690374355147,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,48,0.005,0.1,0.05,96,6.544791296970911e-05,3.038644792250794e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,48,0.005,0.1,0.05,96,3.76219585560956e-05,4.7843337703049805e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,48,0.005,0.1,0.05,96,0.12160381536285048,0.1256032803914722,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,48,0.005,0.1,0.05,96,0.156648714661276,0.1963570499593336,1e-06,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,49,0.005,0.1,0.05,96,6.814848897209815e-05,3.375307884964692e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,mackey_glass,49,0.005,0.1,0.05,96,5.663059387548213e-05,6.812371600987763e-05,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,narma10,49,0.005,0.1,0.05,96,0.12072185183756237,0.13044298101959487,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,sunspots_annual,49,0.005,0.1,0.05,96,0.1550758057067084,0.2241062566252214,1e-07,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
QRC96_L2_RxZZRx_uniform_pauliRing,lorenz,50,0.005,0.1,0.05,96,0.0004181228339951053,0.00028342611242365636,1e-08,4,2,ring,rx_zz_rx,uniform,amplitude,paperish
