task,seed,readout,beta_pi,lambda_pi,gamma,n,layers,topology,mixer,input_mode,channel,val_nmse,test_nmse,alpha
sunspots_annual,48,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0050954668454113,1.0092560312070649,1000.0
lorenz,49,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,2.052581665752973,0.9755879286611978,1e-06
mackey_glass,49,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.8080694474468738,0.8218365673489454,1e-08
narma10,49,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0025069651699936,1.0179225642836234,0.0001
sunspots_annual,49,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.005095465768095,1.009256026777519,1000.0
lorenz,50,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.8048641663158527,0.8696355416887771,1e-07
mackey_glass,50,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.39997020423893825,0.395526640440156,1e-08
narma10,50,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0003091095178704,1.0185665845844583,0.01
sunspots_annual,50,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0050771151005997,1.0088372908210803,1.0
lorenz,51,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,2.0369288296734047,0.9706147674135627,1e-06
mackey_glass,51,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.8022657055828524,0.8090965787457837,1e-08
narma10,51,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0040159810048614,1.0258625654302005,0.01
sunspots_annual,51,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0050956833260511,1.0092554228872799,1000.0
lorenz,52,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0000419394859439,0.7207036819708429,1e-06
mackey_glass,52,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.15936000160218092,0.1712040514513741,1e-08
narma10,52,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0027914456692946,1.022293436146041,10.0
sunspots_annual,52,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.005095497712524,1.009255985399311,1000.0
lorenz,53,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.7409462245476104,0.9459449105809393,0.0001
mackey_glass,53,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.6765521713058578,0.6591924257205294,1e-08
narma10,53,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0032101959960078,1.0243473756569834,10.0
sunspots_annual,53,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0050955393335994,1.0092558606350086,1000.0
lorenz,54,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.9405014944823693,0.9556898279308602,1e-05
mackey_glass,54,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.6212413621731956,0.5963581030928014,1e-08
narma10,54,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.003405666698127,1.0188016070279344,0.01
sunspots_annual,54,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0050954785116442,1.0092559918331372,1000.0
lorenz,55,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,2.062326692937314,0.9758815552134551,1e-06
mackey_glass,55,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.8179575447816118,0.8385232656860041,1e-08
narma10,55,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0037763936192925,1.0229116580893873,0.01
sunspots_annual,55,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0050954697903964,1.009256018268616,1000.0
lorenz,56,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.4208482494170933,0.7697064619868338,1e-06
mackey_glass,56,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.26838010113033184,0.2663197605496898,1e-08
narma10,56,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0022427030909482,1.0198689271565355,1.0
sunspots_annual,56,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0044830751724292,1.008213419968569,0.01
lorenz,57,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.9806868249397673,0.9125850763494622,1e-08
mackey_glass,57,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.619174652768638,0.607543540404153,1e-08
narma10,57,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.9792030948980172,1.0484307934187649,1e-08
sunspots_annual,57,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0050954675763613,1.009256030394021,1000.0
lorenz,58,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,2.056990589928342,0.9742305121304085,1e-06
mackey_glass,58,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.8194050107729659,0.8401237987381693,1e-08
narma10,58,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551024744803,1.0273509003642982,1000.0
sunspots_annual,58,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0050954679390522,1.0092560243962605,1000.0
lorenz,59,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,2.0424069760085386,0.9722099452686054,1e-06
mackey_glass,59,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.8067819115838242,0.8229589545721111,1e-08
narma10,59,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0045248349273561,1.0199367910628026,0.001
sunspots_annual,59,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0050954666723595,1.0092560240819164,1000.0
lorenz,60,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.2221720980791848,0.8253478787836022,1e-05
mackey_glass,60,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.1872607847691946,0.18867742022220713,1e-08
narma10,60,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0030188123539756,1.0235378055765758,10.0
sunspots_annual,60,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0050957540153984,1.0092546989978906,1000.0
lorenz,61,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,2.061054511557665,0.9764464767585507,1e-06
mackey_glass,61,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,0.8187773528919456,0.8393883191160029,1e-08
narma10,61,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0044175199285865,1.0225003474243777,0.01
sunspots_annual,61,Z+ZZ,0.07,0.0,0.12,4,2,ring,rx_zz,uniform,amplitude,1.005095467191603,1.0092560273830158,1000.0
lorenz,42,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.116489666904278,0.9816055268787678,1e-05
mackey_glass,42,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.8447114299367073,0.8466698124300553,1e-08
narma10,42,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0032279929217538,1.0261484611149299,0.01
sunspots_annual,42,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050954911506913,1.0092559694013763,1000.0
lorenz,43,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.0629140825729215,0.9751312174695829,0.0001
mackey_glass,43,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.5881108941834752,0.5454825764603065,1e-08
narma10,43,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0029723846670044,1.0244615110446544,1.0
sunspots_annual,43,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050956426242355,1.009254503158499,1000.0
lorenz,44,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.106876511199726,0.9793219062278289,0.0001
mackey_glass,44,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.6800551726987308,0.6788108652618856,1e-08
narma10,44,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.002926654693291,1.0221752853571224,0.1
sunspots_annual,44,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050955008690032,1.009255497517885,1000.0
lorenz,45,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.1096662878764545,0.9786671804551221,0.0001
mackey_glass,45,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.7308539263400479,0.7452227241132526,1e-08
narma10,45,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.00324538341168,1.023619281572064,0.01
sunspots_annual,45,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050954782402415,1.0092559844774684,1000.0
lorenz,46,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.1193522049163502,0.9826385454629902,1e-05
mackey_glass,46,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.6823770925024433,0.6605076784639703,1e-08
narma10,46,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0045510561847133,1.027350911543337,1000.0
sunspots_annual,46,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050955059518458,1.0092559616095695,1000.0
lorenz,47,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.1086170709480028,0.9804290560472936,0.0001
mackey_glass,47,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.7313237836145065,0.7299021258543854,1e-08
narma10,47,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0041237102995697,1.0262311540593954,0.1
sunspots_annual,47,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050954755588632,1.009255982500001,1000.0
lorenz,48,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.1371507427332457,0.9686852974950193,1e-05
mackey_glass,48,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.869449343221378,0.8697510261765516,1e-08
narma10,48,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.003881920394171,1.025572024440297,0.1
sunspots_annual,48,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050954674973176,1.009256025499232,1000.0
lorenz,49,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.119890267917466,0.9822792215535756,1e-06
mackey_glass,49,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.8703979953081464,0.8774836435957858,1e-08
narma10,49,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551019220486,1.02735091280007,1000.0
sunspots_annual,49,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050954717731977,1.009256025309114,1000.0
lorenz,50,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.0953358122302186,0.9781830908432768,0.0001
mackey_glass,50,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.6528970723018749,0.6475863151592336,1e-08
narma10,50,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0029395740805827,1.0229717097529205,0.1
sunspots_annual,50,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.005095482988936,1.0092555108626895,1000.0
lorenz,51,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.123651686898864,0.9792903680378288,1e-05
mackey_glass,51,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.8303576513618222,0.8323831418960308,1e-08
narma10,51,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0038157045885587,1.0271393940608573,0.01
sunspots_annual,51,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050956020658346,1.009255661577309,1000.0
lorenz,52,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.4423872776233306,0.6061050560602176,1e-08
mackey_glass,52,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.3442579523084956,0.33818142419848946,1e-08
narma10,52,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0039797234941592,1.0265392832311524,10.0
sunspots_annual,52,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0048123361160382,1.00834212454168,0.1
lorenz,53,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.0810562890409225,0.9725819014207887,0.0001
mackey_glass,53,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.7854080661244092,0.7638442097153418,1e-08
narma10,53,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0040131554902507,1.0266033823269063,10.0
sunspots_annual,53,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050955009105187,1.0092555286594675,1000.0
lorenz,54,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.1284111392149287,0.9762249498284054,0.0001
mackey_glass,54,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.6709253332869934,0.6426176950988293,1e-08
narma10,54,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.003996233154662,1.0258035436431754,0.1
sunspots_annual,54,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050954957236684,1.0092559703630533,1000.0
lorenz,55,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.133833719320043,0.987035614316194,0.0001
mackey_glass,55,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.9139109548770806,0.9291511627253958,1e-08
narma10,55,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.003181822902882,1.025029438675389,0.01
sunspots_annual,55,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050954710835784,1.0092560193146858,1000.0
lorenz,56,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.8061709548738618,0.8944260780946726,1e-06
mackey_glass,56,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.4871506579518704,0.47975471164821404,1e-08
narma10,56,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0034595974973155,1.0257548934383667,10.0
sunspots_annual,56,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004923542732712,1.0084133706270697,1.0
lorenz,57,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.1136798784153705,0.976245316606527,1e-05
mackey_glass,57,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.7354188236120681,0.7352678762090779,1e-08
narma10,57,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.002733204898297,1.0231723258865684,0.01
sunspots_annual,57,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.005095469826401,1.0092559953892184,1000.0
lorenz,58,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.1334941315126104,0.9861142137413261,1e-05
mackey_glass,58,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.9146365159508734,0.9299572537920707,1e-08
narma10,58,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0039798653374137,1.0241720092315427,0.01
sunspots_annual,58,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050954707576558,1.0092560210841879,1000.0
lorenz,59,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.1235796376096023,0.9796991394129672,1e-06
mackey_glass,59,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.8740969858953436,0.8825312750177546,1e-08
narma10,59,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551014454487,1.0273509114839159,1000.0
sunspots_annual,59,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.00509547462142,1.0092560177039633,1000.0
lorenz,60,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.6684826891350486,0.7041012370945182,1e-06
mackey_glass,60,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.32249140662633,0.30855026363627897,1e-08
narma10,60,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0038330169282614,1.026291210462287,10.0
sunspots_annual,60,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050956984850539,1.009254212510081,1000.0
lorenz,61,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,2.133512087931047,0.9865569868038728,1e-05
mackey_glass,61,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,0.9158806070161953,0.9312565361864703,1e-08
narma10,61,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.003488216323363,1.025378290118422,0.01
sunspots_annual,61,Z+ZZ,0.07,0.0,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050954692562133,1.0092560242512298,1000.0
lorenz,42,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.1349369957840363,0.9832344058247511,1e-05
mackey_glass,42,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.8553962025261398,0.8600717957706656,1e-08
narma10,42,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0035039059790574,1.0265117739565486,0.01
sunspots_annual,42,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0050954809323067,1.0092559923519104,1000.0
lorenz,43,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.150145584370763,0.9795167873619735,0.0001
mackey_glass,43,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.6650040575110793,0.6320777701307969,1e-08
narma10,43,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0034512305943417,1.025549305179377,1.0
sunspots_annual,43,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0050955891726945,1.009254777730407,1000.0
lorenz,44,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.1293971645551246,0.9821795058947844,0.0001
mackey_glass,44,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.8115093720720458,0.8246405984897927,1e-08
narma10,44,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0034041828014988,1.0243070724165062,0.1
sunspots_annual,44,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0050955046196481,1.0092556343596555,1000.0
lorenz,45,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.147051923727732,0.9825930618532775,0.0001
mackey_glass,45,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.8312017429401851,0.8488868572362254,1e-08
narma10,45,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0036955658321016,1.0253333981392059,0.01
sunspots_annual,45,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0050954769214058,1.0092559888540005,1000.0
lorenz,46,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.1373031323370144,0.9843268778894061,1e-05
mackey_glass,46,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.735933804405105,0.7271964106301345,1e-08
narma10,46,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0044324210261766,1.0267626293688974,0.1
sunspots_annual,46,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0050955188355108,1.0092559357520088,1000.0
lorenz,47,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.1400442575981495,0.9825182958095218,0.0001
mackey_glass,47,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.8243100492138739,0.8372868684441273,1e-08
narma10,47,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0039814811575447,1.0267603126594087,0.1
sunspots_annual,47,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0050954768620284,1.009255990934285,1000.0
lorenz,48,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.1507993501750575,0.989273121269438,0.001
mackey_glass,48,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.8716925682331561,0.8835402293396791,1e-08
narma10,48,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0040718789502379,1.0264117616810606,0.1
sunspots_annual,48,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.005095469330326,1.0092560161936528,1000.0
lorenz,49,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.1342740131357325,0.984350787895233,1e-06
mackey_glass,49,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.8806552666118781,0.8868324061350846,1e-08
narma10,49,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.004319150856469,1.024858058258566,0.01
sunspots_annual,49,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0050954742679117,1.0092560205582444,1000.0
lorenz,50,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.1331403553746204,0.9812174393126855,0.0001
mackey_glass,50,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.7257969151673903,0.7170752575307325,1e-08
narma10,50,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.003612908739381,1.0249164575335235,0.1
sunspots_annual,50,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0050954854343301,1.0092556369036694,1000.0
lorenz,51,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.145907337649339,0.9808358305494298,1e-05
mackey_glass,51,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.8300192613352773,0.8339640798021946,1e-08
narma10,51,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.003811395611373,1.0270675127824629,0.1
sunspots_annual,51,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0050955483840556,1.0092557968066516,1000.0
lorenz,52,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.1493205672706295,0.9890012035009094,0.01
mackey_glass,52,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.5568429374555223,0.5295748793049185,1e-08
narma10,52,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0040673820091701,1.025957171604348,1.0
sunspots_annual,52,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.005051671815566,1.0090027438173448,1.0
lorenz,53,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.1500463815940756,0.989476435903119,0.01
mackey_glass,53,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.8120040821356984,0.8036261782727728,1e-08
narma10,53,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0038635569424006,1.0258903902087242,1.0
sunspots_annual,53,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0050955292881314,1.0092554056046683,1000.0
lorenz,54,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.153952072582743,0.989456384840885,0.001
mackey_glass,54,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.7179340530040376,0.7041091564402011,1e-08
narma10,54,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0041148054316247,1.0264279173453728,0.1
sunspots_annual,54,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0050954998406363,1.0092559563547034,1000.0
lorenz,55,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.1506419645725923,0.9885924698080002,0.0001
mackey_glass,55,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.9222334387690171,0.9348351904586439,1e-08
narma10,55,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0034235302561934,1.0259786088036127,0.01
sunspots_annual,55,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0050954714982772,1.0092560169356493,1000.0
lorenz,56,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,2.133405406598709,0.8972699563101147,1e-07
mackey_glass,56,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,0.6154508295178562,0.6005998681895464,1e-08
narma10,56,Z+ZZ,0.07,0.0,0.3,4,2,ring,rx_zz,uniform,amplitude,1.0040018104808948,1.0265198842598486,10.0
