task,seed,readout,beta_pi,lambda_pi,gamma,n,layers,topology,mixer,input_mode,channel,val_nmse,test_nmse,alpha
narma10,52,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280845,1.027351042271381,1e-08
sunspots_annual,52,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0021329665842484,1.014978536404035,0.01
lorenz,53,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,2.2197896848081156,1.0026944750193465,1e-08
mackey_glass,53,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,0.001
narma10,53,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0045510097279746,1.0273510422715508,1e-08
sunspots_annual,53,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0028872507174178,1.0131198466787426,0.001
lorenz,54,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-08
mackey_glass,54,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,54,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713794,1e-08
sunspots_annual,54,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0024501738596332,1.0141473681875244,0.01
lorenz,55,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,2.219789684811024,1.0026944750194426,1e-08
mackey_glass,55,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-06
narma10,55,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713805,1e-08
sunspots_annual,55,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0023950174870855,1.0142861871584519,0.01
lorenz,56,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,2.2197896846950966,1.0026944750157836,1e-08
mackey_glass,56,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,0.01
narma10,56,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0045510097244574,1.0273510422800023,1e-08
sunspots_annual,56,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0013282102882288,1.0175517460241656,1e-06
lorenz,57,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,2.219789684811034,1.002694475019443,1e-08
mackey_glass,57,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,57,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713796,1e-08
sunspots_annual,57,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0029878778071968,1.0129003443433475,0.001
lorenz,58,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110337,1.002694475019443,1e-08
mackey_glass,58,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-07
narma10,58,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713796,1e-08
sunspots_annual,58,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0027951893934708,1.0133266957877956,0.0001
lorenz,59,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110292,1.002694475019443,1e-08
mackey_glass,59,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-07
narma10,59,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713799,1e-08
sunspots_annual,59,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.002522146400207,1.0139695601921583,0.0001
lorenz,60,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,2.219789684740864,1.0026944750172269,1e-08
mackey_glass,60,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,0.01
narma10,60,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0045510097234316,1.0273510422824104,1e-08
sunspots_annual,60,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0015233956828158,1.016709969730808,1e-07
lorenz,61,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-08
mackey_glass,61,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,61,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,61,Z+ZZ,0.0,0.28,0.05,4,2,ring,rx_zz,uniform,amplitude,1.0027159840179338,1.0135082735202396,0.0001
lorenz,42,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.219789684811033,1.002694475019443,1e-08
mackey_glass,42,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-07
narma10,42,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713796,1e-08
sunspots_annual,42,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0031860559763297,1.0124828411258517,1e-08
lorenz,43,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110266,1.002694475019443,1e-08
mackey_glass,43,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-07
narma10,43,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713803,1e-08
sunspots_annual,43,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0025806272502136,1.0138277562328775,0.0001
lorenz,44,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110052,1.0026944750194422,1e-08
mackey_glass,44,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-07
narma10,44,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728084,1.0273510422713825,1e-08
sunspots_annual,44,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0021454859453571,1.0149441388155702,1e-05
lorenz,45,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.219789684811033,1.002694475019443,1e-08
mackey_glass,45,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-07
narma10,45,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713796,1e-08
sunspots_annual,45,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0026349307884996,1.013698150589907,1e-08
lorenz,46,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110004,1.0026944750194422,1e-08
mackey_glass,46,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-06
narma10,46,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728084,1.0273510422713832,1e-08
sunspots_annual,46,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0034033772591169,1.0120471889407967,1e-06
lorenz,47,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-08
mackey_glass,47,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,47,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713794,1e-08
sunspots_annual,47,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0021160162204072,1.0150253296704979,1e-08
lorenz,48,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-08
mackey_glass,48,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,48,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,48,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0024116988793292,1.0142439605030422,1e-08
lorenz,49,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-08
mackey_glass,49,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,49,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,49,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0036579624157413,1.0115635042045024,1e-08
lorenz,50,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110186,1.0026944750194426,1e-08
mackey_glass,50,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-06
narma10,50,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713812,1e-08
sunspots_annual,50,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.002678465629551,1.0135956429217647,1e-06
lorenz,51,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110004,1.0026944750194422,1e-08
mackey_glass,51,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-06
narma10,51,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728084,1.0273510422713832,1e-08
sunspots_annual,51,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0029329643941387,1.0130197098488216,1e-05
lorenz,52,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110283,1.002694475019443,1e-08
mackey_glass,52,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-06
narma10,52,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713803,1e-08
sunspots_annual,52,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0025721709486448,1.0138481163533937,1e-08
lorenz,53,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-07
mackey_glass,53,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,53,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,53,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0025122162723592,1.0139938737587395,1e-05
lorenz,54,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110266,1.0026944750194429,1e-08
mackey_glass,54,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-06
narma10,54,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713803,1e-08
sunspots_annual,54,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0020998858583892,1.0150701031207354,1e-08
lorenz,55,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110283,1.002694475019443,1e-08
mackey_glass,55,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-07
narma10,55,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713803,1e-08
sunspots_annual,55,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0021588370452887,1.0149076113020459,1e-06
lorenz,56,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.21978968481102,1.0026944750194426,1e-08
mackey_glass,56,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,56,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.027351042271381,1e-08
sunspots_annual,56,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0020020010546038,1.0153470393237627,1e-08
lorenz,57,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-08
mackey_glass,57,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,57,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,57,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0028751623939827,1.01314717032957,1e-08
lorenz,58,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.219789684811024,1.0026944750194426,1e-08
mackey_glass,58,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,58,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713805,1e-08
sunspots_annual,58,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.00271553221617,1.013509320361483,1e-06
lorenz,59,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-08
mackey_glass,59,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,59,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,59,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0031611025677993,1.0125343083030578,1e-08
lorenz,60,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-07
mackey_glass,60,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,60,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,60,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.00198690463431,1.0153905750704075,1e-06
lorenz,61,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110323,1.002694475019443,1e-08
mackey_glass,61,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,61,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713796,1e-08
sunspots_annual,61,Z+ZZ,0.0,0.28,0.12,4,2,ring,rx_zz,uniform,amplitude,1.0036735290709289,1.0115347990336265,1e-08
lorenz,42,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110337,1.002694475019443,1e-08
mackey_glass,42,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-07
narma10,42,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713796,1e-08
sunspots_annual,42,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050953041812678,1.0092562650573496,1e-08
lorenz,43,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-07
mackey_glass,43,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,43,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,43,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0022019613620379,1.0147906935767839,1e-08
lorenz,44,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.219789684811029,1.002694475019443,1e-08
mackey_glass,44,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-07
narma10,44,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713799,1e-08
sunspots_annual,44,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0034434329282185,1.011969251505727,1e-08
lorenz,45,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110323,1.002694475019443,1e-08
mackey_glass,45,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-07
narma10,45,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713796,1e-08
sunspots_annual,45,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.005043560555863,1.0093290461154374,1e-08
lorenz,46,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.219789684811015,1.0026944750194424,1e-08
mackey_glass,46,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-07
narma10,46,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280843,1.0273510422713814,1e-08
sunspots_annual,46,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0041214013609099,1.0107479083173958,1e-08
lorenz,47,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-08
mackey_glass,47,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,47,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,47,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050808763897863,1.009276492836395,1e-08
lorenz,48,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-08
mackey_glass,48,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,48,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,48,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0049635404323929,1.009442906316656,1e-08
lorenz,49,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-08
mackey_glass,49,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,49,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,49,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050954565127528,1.0092560517590698,1e-08
lorenz,50,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-06
mackey_glass,50,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,50,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,50,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0040557918320623,1.01085870604287,1e-08
lorenz,51,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.219789684811016,1.0026944750194424,1e-08
mackey_glass,51,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-06
narma10,51,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713814,1e-08
sunspots_annual,51,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.003877412847325,1.0111675056169513,1e-08
lorenz,52,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-07
mackey_glass,52,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,52,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,52,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0047411096801202,1.009768040718973,1e-08
lorenz,53,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110164,1.0026944750194426,1e-08
mackey_glass,53,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-06
narma10,53,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713814,1e-08
sunspots_annual,53,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.003300559662523,1.0122505487087645,1e-08
lorenz,54,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110275,1.002694475019443,1e-08
mackey_glass,54,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-06
narma10,54,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713803,1e-08
sunspots_annual,54,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0048039488724672,1.0096748669460112,1e-08
lorenz,55,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-08
mackey_glass,55,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,55,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713794,1e-08
sunspots_annual,55,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.00363895461908,1.0115986863994735,1e-08
lorenz,56,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110292,1.002694475019443,1e-08
mackey_glass,56,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-07
narma10,56,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713799,1e-08
sunspots_annual,56,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0032478762973414,1.0123566471488985,1e-08
lorenz,57,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-07
mackey_glass,57,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,57,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,57,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050446431300217,1.0093275166585032,1e-08
lorenz,58,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110226,1.0026944750194426,1e-08
mackey_glass,58,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,58,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0045510097280848,1.0273510422713807,1e-08
sunspots_annual,58,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0033024401403652,1.0122467857665447,1e-08
lorenz,59,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-08
mackey_glass,59,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,59,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
sunspots_annual,59,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.0050944147769656,1.0092575105360673,1e-08
lorenz,60,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,2.2197896848110346,1.002694475019443,1e-07
mackey_glass,60,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.000091454889107,1.003073213206307,1e-08
narma10,60,Z+ZZ,0.0,0.28,0.22,4,2,ring,rx_zz,uniform,amplitude,1.004551009728085,1.0273510422713792,1e-08
