seed,beta_pi,lambda_pi,gamma,MC,IPCmem,IPCnonlin,IPCtot,Vfeat,reff,n_features,n_diag_samples,mean_val_rank,mean_val_nmse,mean_test_nmse
43,0.0,0.12,0.22,0.0,0.0,0.0,0.0,5.891396792684795e-15,0.0,16,750,0.8704081632653061,1.3067733440397333,1.0116887044952823
43,0.0,0.12,0.3,0.0,0.0,0.0,0.0,4.720262491318399e-15,0.0,16,750,0.8806122448979592,1.307315950531629,1.0106882136575068
43,0.0,0.16,0.0,0.0,0.004012259742822377,0.008886013427436668,0.012898273170259045,0.29450915261688226,5.0213465382424305,16,750,0.8908163265306123,1.2657523722406083,0.9179610014589008
43,0.0,0.16,0.05,0.0,0.0,0.0,0.0,5.237582547829865e-07,1.1864186340478975,16,750,0.8321428571428571,1.3068180823843083,1.011586020264894
43,0.0,0.16,0.12,0.0,0.0,0.0,0.0,3.599756504446903e-13,0.0,16,750,0.8331632653061224,1.3064462195840778,1.012646062857475
43,0.0,0.16,0.22,0.0,0.0,0.0,0.0,5.40581421172873e-15,0.0,16,750,0.8622448979591837,1.3066719659431472,1.0119414787911953
43,0.0,0.16,0.3,0.0,0.0,0.0,0.0,5.278754815343797e-15,0.0,16,750,0.8826530612244898,1.3073281247257744,1.0106704318795097
43,0.0,0.28,0.0,0.0,0.007332448696250271,0.022538541763713615,0.029870990459963886,0.23506266725406388,5.453112538298916,16,750,0.8642857142857143,1.3371862671341521,0.9713546263030929
43,0.0,0.28,0.05,0.0,0.0,0.0,0.0,1.0861147412695404e-06,1.3421134538668265,16,750,0.8260204081632653,1.3067438205694404,1.0117587002289583
43,0.0,0.28,0.12,0.0,0.0,0.0,0.0,3.308617927382528e-13,0.0,16,750,0.8494897959183674,1.306753194169608,1.011736621682502
43,0.0,0.28,0.22,0.0,0.0,0.0,0.0,7.232947591115663e-15,0.0,16,750,0.8612244897959184,1.3066585276975662,1.0119773560184784
43,0.0,0.28,0.3,0.0,0.0,0.0,0.0,5.283393727658085e-15,0.0,16,750,0.8846938775510205,1.307341686484132,1.010650804502242
43,0.0,0.42,0.0,0.09832196230519408,0.19594915962223736,0.0018180516350719822,0.19776721125730934,0.2801232590777032,8.759188315744355,16,750,0.9204081632653062,1.3110806659540846,1.024240693657279
43,0.0,0.42,0.05,0.0,0.0,0.0,0.0,1.8267126065831506e-07,1.0151221148871512,16,750,0.8403061224489796,1.306859895820967,1.0114942423453883
43,0.0,0.42,0.12,0.0,0.0,0.0,0.0,4.34665270081787e-14,0.0,16,750,0.8403061224489796,1.3067107370444644,1.0118412409839204
43,0.0,0.42,0.22,0.0,0.0,0.0,0.0,2.604949466990054e-15,0.0,16,750,0.8744897959183673,1.3068831258659264,1.0114449095437994
43,0.0,0.42,0.3,0.0,0.0,0.0,0.0,5.584366314280695e-15,0.0,16,750,0.8857142857142857,1.3073445680101754,1.01064665848609
43,0.02,0.0,0.0,0.005179918804677719,0.005785700455401832,0.0879805785272697,0.09376627898267154,0.4809378722947854,9.881711417914461,16,750,0.7510204081632653,1.192612552906592,0.8338643319546828
43,0.02,0.0,0.05,0.0,0.009236392114225667,0.3471599819708603,0.35639637408508595,0.00013576452906047845,2.2595509348677885,16,750,0.686734693877551,1.0117408596451565,0.8250602618739167
43,0.02,0.0,0.12,0.0,0.027491314029985947,1.0128475452270922,1.0403388592570781,0.00023296292395650898,1.6592848646893026,16,750,0.7306122448979592,1.0874988826765284,0.8919414508438805
43,0.02,0.0,0.22,0.0,0.011795057247708907,1.993631515413626,2.0054265726613347,0.00029789682745128915,1.3805312873711042,16,750,0.7683673469387755,1.1963667490224008,0.9409853631512799
43,0.02,0.0,0.3,0.0,0.011266866509594298,2.6341640643974054,2.6454309309069997,0.00029285285104261867,1.2683696127031434,16,750,0.7908163265306123,1.2490566825890876,0.9786693949339911
43,0.02,0.05,0.0,0.0,0.0,0.0059129066460158475,0.0059129066460158475,0.24933785335122877,10.031230275183548,16,750,0.9112244897959184,1.3170486863703899,1.0158863340572877
43,0.02,0.05,0.05,7.815125728949439,11.34728111598752,0.19157552346660267,11.538856639454123,0.005406109111718744,4.034583978286861,16,750,0.20510204081632655,0.12364757897120403,0.14882728907879944
43,0.02,0.05,0.12,8.232853088087218,10.596667367012197,1.2074454347838937,11.80411280179609,0.0076315236493251955,2.6655738542095944,16,750,0.10612244897959183,0.09426539343413859,0.10781351134882677
43,0.02,0.05,0.22,7.939061965936279,8.26544290745999,2.601934554085659,10.867377461545649,0.006787901118898704,2.175697607737069,16,750,0.12755102040816327,0.13814900226889895,0.15525478320667785
43,0.02,0.05,0.3,6.9005867122622835,7.003108997139349,3.0643297062516464,10.067438703390994,0.005516651368172195,2.026055787296893,16,750,0.18775510204081633,0.1674400761637811,0.19265207092128228
43,0.02,0.1,0.0,0.0,0.0,0.0,0.0,0.2600637372100525,9.913917804223537,16,750,0.9071428571428571,1.3012577421605704,1.0287718199408462
43,0.02,0.1,0.05,7.669045530763929,10.254982885563392,0.39575773228538635,10.650740617848777,0.012789368783523134,4.20750784546273,16,750,0.18877551020408162,0.1868591053144717,0.18738244574585533
43,0.02,0.1,0.12,8.063172705152878,8.831332279569617,1.509740055041191,10.341072334610807,0.011529164907206391,3.3234640824934907,16,750,0.10612244897959183,0.16518329922121813,0.1644703916630803
43,0.02,0.1,0.22,7.590801265637324,7.756196037416593,2.388469023782257,10.14466506119885,0.008418645113340829,2.7098061662364015,16,750,0.10612244897959183,0.1848869387808584,0.1999906409886017
43,0.02,0.1,0.3,6.8258472825731795,6.8364268268373,3.1156746634557875,9.952101490293089,0.006685339869380054,2.3935632842782746,16,750,0.17653061224489797,0.19162609028700311,0.21182004609192143
43,0.02,0.12,0.0,0.0,0.0,0.009457981702001739,0.009457981702001739,0.25377507486825823,8.641678291753182,16,750,0.7448979591836735,1.2933833511687716,1.0090946503970784
43,0.02,0.12,0.05,7.221335005394667,9.126386660494724,0.6783880248671296,9.804774685361853,0.014358659104653258,3.773153080189758,16,750,0.19795918367346937,0.17290924233661292,0.1883974713566937
43,0.02,0.12,0.12,7.6250033924741,8.219734999053044,1.514318004664807,9.73405300371785,0.011232702495776774,3.0605735233500275,16,750,0.12755102040816327,0.14132423477780567,0.17021181514364214
43,0.02,0.12,0.22,6.344375215954422,6.350562166780045,2.910470088445354,9.261032255225398,0.008030874173807212,2.604366922546108,16,750,0.19795918367346937,0.18609965685297605,0.19809173895817833
43,0.02,0.12,0.3,5.767755397987652,5.767755397976355,3.6441392782267616,9.411894676203117,0.006406404045241239,2.346190999025819,16,750,0.22653061224489796,0.193969500669104,0.2028683634189954
43,0.02,0.16,0.0,0.03229027959260833,0.03229027958642683,0.008375604701590156,0.040665884288016985,0.23314901785790734,8.692628051159831,16,750,0.7530612244897958,1.2459846009836155,1.0348805751417167
43,0.02,0.16,0.05,7.346951829205706,9.377008230907395,0.476017576447197,9.85302580735459,0.015202649233958416,3.854805561579812,16,750,0.12244897959183675,0.19005315585740365,0.17716761755232316
43,0.02,0.16,0.12,8.181913517522675,8.63828213177654,1.8475717170932682,10.485853848869809,0.009831465544846521,3.1892113069731494,16,750,0.08265306122448979,0.1577356673898243,0.1753567388949741
43,0.02,0.16,0.22,7.375061406958574,7.375061406952116,2.9074913203182633,10.28255272727038,0.006590099273815953,2.584025600043604,16,750,0.10204081632653061,0.18849109436614694,0.2018592004590703
43,0.02,0.16,0.3,6.652416224579938,6.652416224570968,2.9146771726935277,9.567093397264495,0.005148115917821829,2.3160653337478343,16,750,0.19387755102040816,0.20015978361456124,0.21298283721492078
43,0.02,0.28,0.0,0.0,0.0,0.0028173193905662863,0.0028173193905662863,0.2215556142253069,8.516280807901618,16,750,0.8520408163265306,1.3048521023531616,1.0053307531424012
43,0.02,0.28,0.05,5.628764136323641,7.597056619560535,1.125562326623887,8.722618946184422,0.01146044448680231,3.183048028313317,16,750,0.3438775510204082,0.23905333407545673,0.23392124665404226
43,0.02,0.28,0.12,6.235309313568297,6.873407811131608,2.916754385803637,9.790162196935245,0.006334900003819647,3.0698243871901547,16,750,0.24285714285714285,0.2089138798129318,0.22265440864507832
43,0.02,0.28,0.22,5.966572392687116,6.04900834154294,3.818139188199084,9.867147529742024,0.0033714875635996733,2.848687757558545,16,750,0.23673469387755103,0.20402107152062646,0.21475707119869616
43,0.02,0.28,0.3,5.589045093751944,5.604761990282224,3.6108903886493353,9.215652378931559,0.0022860572333077388,2.457682340519949,16,750,0.24591836734693875,0.20182812135065947,0.21059555648131498
43,0.02,0.42,0.0,0.0,0.0,0.04883330051680257,0.04883330051680257,0.26441834170662787,8.48485660337146,16,750,0.866326530612245,1.294199862714045,1.0202298651904953
43,0.02,0.42,0.05,7.770092645581491,11.34761090218549,0.4670143164509496,11.81462521863644,0.010472702311609738,4.3734354220993445,16,750,0.23775510204081632,0.17494626029051044,0.17503973205176634
43,0.02,0.42,0.12,8.436052730827056,9.656552796105558,1.3939549424144237,11.050507738519983,0.010987025621246014,3.337586863337548,16,750,0.08571428571428572,0.14793916291672987,0.17111927072793431
43,0.02,0.42,0.22,8.118988356367032,8.491529553378747,2.6320259044404217,11.123555457819169,0.008274712554577623,2.686665567592999,16,750,0.1336734693877551,0.16197018839826127,0.16933404662269133
43,0.02,0.42,0.3,7.351842833195854,7.439637423723653,3.1722332823236954,10.611870706047348,0.006570384848316955,2.3786741751531397,16,750,0.2061224489795918,0.17540338580638346,0.17944517508427554
43,0.04,0.0,0.0,0.0,0.000680095742539244,0.05032238224418273,0.05100247798672197,0.4771691702956392,10.15976979753752,16,750,0.8408163265306122,1.1309162083878905,0.8203838042415337
43,0.04,0.0,0.05,0.0,0.010519063299831544,0.3741743182639672,0.38469338156379873,0.000534276779386619,2.2604670858173916,16,750,0.6877551020408164,1.0068774783731382,0.8191471464685542
43,0.04,0.0,0.12,0.0,0.03355256562790154,1.0358914383331785,1.0694440039610802,0.0009241684977220669,1.6589387939495421,16,750,0.7387755102040816,1.1000575846089453,0.9001151668135916
43,0.04,0.0,0.22,0.0,0.016866427195380784,1.9597176666410923,1.9765840938364732,0.0011845007890799951,1.3810380324377545,16,750,0.7714285714285715,1.2027330979968447,0.9402543044515024
43,0.04,0.0,0.3,0.0,0.011401041045249416,2.70669974695536,2.7181007880006094,0.0011656070950778552,1.2689346407775852,16,750,0.786734693877551,1.2377908786273522,0.9586577090207583
43,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.23000460566095327,10.444759776526203,16,750,0.8489795918367347,1.2867427097039206,0.9897366063309592
43,0.04,0.05,0.05,7.30984930765382,10.499497821337394,0.4293784209696424,10.928876242307037,0.010645774872793123,4.05131586221856,16,750,0.2357142857142857,0.13801605651316673,0.1603455732620712
43,0.04,0.05,0.12,7.748290093988623,9.397297407343634,1.6546989340232678,11.051996341366902,0.0150018269432129,2.685994444114493,16,750,0.1520408163265306,0.11305896031359927,0.13071673134179096
43,0.04,0.05,0.22,7.088851615798998,7.234118913486482,3.0009989405815305,10.235117854068012,0.013460112196075881,2.192261149991478,16,750,0.11326530612244898,0.16452478350955363,0.1789830056352803
43,0.04,0.05,0.3,6.124636859150988,6.181121181669974,3.4520196017676676,9.633140783437643,0.010983875015178179,2.0448429793132457,16,750,0.13979591836734692,0.1832171502841889,0.20017689391919835
43,0.04,0.1,0.0,0.0,0.0,0.08308807558772835,0.08308807558772835,0.2711565723573748,9.372877575000523,16,750,0.9377551020408164,1.30803920885362,1.0221495113183048
43,0.04,0.1,0.05,6.773522690201374,8.479354274068179,0.6294300837581147,9.108784357826293,0.024963439713793965,4.312941418162376,16,750,0.24795918367346942,0.2164060873843849,0.21248604813995375
43,0.04,0.1,0.12,7.195739237577704,7.573389602437815,1.909773449799395,9.48316305223721,0.02271406246952415,3.3684320450567085,16,750,0.12959183673469388,0.1853739670306029,0.19465428650216085
43,0.04,0.1,0.22,6.532260039606358,6.601092703376896,3.0004274763483245,9.60152017972522,0.016714532956040643,2.7349544274732325,16,750,0.10714285714285715,0.19002496146603054,0.2072972930289756
43,0.04,0.1,0.3,5.936476373774306,5.936476373765686,3.614929872329244,9.55140624609493,0.013317570645290724,2.417563037008335,16,750,0.13979591836734692,0.19372998991512602,0.2160979595202317
43,0.04,0.12,0.0,0.0,0.0,0.025012064433443948,0.025012064433443948,0.24421805984110387,9.512931944292335,16,750,0.7275510204081632,1.1811653419182617,1.0732995616325176
43,0.04,0.12,0.05,6.05028793228681,7.3228065583051185,0.9986722643181982,8.321478822623316,0.0278397784572625,3.9570332656812797,16,750,0.23877551020408164,0.19964948474436758,0.21749372774696013
43,0.04,0.12,0.12,6.417054308143718,6.588411363919566,1.9239357947929447,8.512347158712512,0.022176152460488992,3.1520517569490747,16,750,0.1520408163265306,0.171088889561877,0.20152936629112606
43,0.04,0.12,0.22,5.247099674900526,5.247099674890226,3.3100040598150273,8.557103734705253,0.01598922025930243,2.661057279164589,16,750,0.16326530612244897,0.19662096596422876,0.20288975005189627
43,0.04,0.12,0.3,5.074326547701444,5.074326547692823,4.04733297218201,9.121659519874832,0.012792420644638754,2.391783857996049,16,750,0.15816326530612246,0.19569741048557204,0.20475207449446076
43,0.04,0.16,0.0,0.0411817214314627,0.05643273699627116,0.0,0.05643273699627116,0.24088318666824887,10.204472252073852,16,750,0.7959183673469388,1.287696660468494,1.056203673715415
43,0.04,0.16,0.05,6.494937763896972,7.705399361054875,0.7624957184102592,8.467895079465134,0.029499773223092836,4.160971093520206,16,750,0.28877551020408165,0.21319622715602823,0.19512814499602404
43,0.04,0.16,0.12,7.193999798145836,7.320192646629605,2.2459368034496623,9.566129450079266,0.019497313144183546,3.355909451585195,16,750,0.08979591836734693,0.18879411262876955,0.19831516186585585
43,0.04,0.16,0.22,6.189974199673162,6.18997419966577,3.1581465169565415,9.348120716622311,0.013191740577051098,2.701334378759623,16,750,0.1326530612244898,0.20363209582172648,0.22783584205074436
43,0.04,0.16,0.3,5.492325717888357,5.492325717880494,3.3030368202266445,8.795362538107138,0.010341241971646493,2.416786108036259,16,750,0.19183673469387758,0.20722441598298738,0.22192757181839484
43,0.04,0.28,0.0,0.03830869714476892,0.05001206919667123,0.0,0.05001206919667123,0.2213346644018997,10.183188546830877,16,750,0.7591836734693878,1.1101600124428372,0.9519973510453001
43,0.04,0.28,0.05,4.868570529877558,6.0247196603667605,1.4974020968604216,7.522121757227183,0.0233161140797193,3.7804106444680956,16,750,0.4479591836734694,0.2567659059606832,0.256361916718704
43,0.04,0.28,0.12,5.5538654150623525,5.8687324530717415,3.2535232779712584,9.122255731043,0.013007410943094275,3.4667878095212714,16,750,0.29591836734693877,0.2302991496872596,0.22986513485261809
43,0.04,0.28,0.22,5.405527510399667,5.460281852322258,3.9127447160995574,9.373026568421816,0.007075037171577057,3.1954921506952196,16,750,0.2510204081632653,0.20897380468398252,0.21461871085683282
43,0.04,0.28,0.3,5.162519000334491,5.178634850141457,3.9708892710213433,9.1495241211628,0.004873342648915209,2.8298292940125958,16,750,0.25918367346938775,0.20370403687111166,0.21161218191030706
43,0.04,0.42,0.0,0.00182971082176564,0.0018297108196640988,0.016643671693762907,0.018473382513427006,0.25299131529001173,9.43543747559897,16,750,0.7795918367346939,1.2320268964498267,0.9163669361305129
43,0.04,0.42,0.05,7.07287549091424,9.902484818910951,0.7943632148036928,10.696848033714645,0.02045253410947618,4.4174811885939205,16,750,0.3224489795918367,0.20482149348400008,0.20014535431709668
43,0.04,0.42,0.12,7.7014960643998895,8.519325838523642,1.8272608977830793,10.34658673630672,0.02161142965957838,3.358341738774401,16,750,0.11632653061224489,0.17716474160088175,0.19390152635149263
43,0.04,0.42,0.22,7.424000996234506,7.625694044025497,2.9324531189695513,10.558147162995049,0.01640451725887335,2.7048123576640726,16,750,0.11326530612244898,0.18390893846336998,0.1826244067672603
43,0.04,0.42,0.3,6.537574203760008,6.585178682772152,3.3965589114396133,9.981737594211765,0.013066891994484749,2.4008959371112346,16,750,0.17244897959183675,0.19219980328448277,0.19154022609717553
43,0.07,0.0,0.0,0.0,0.02054530284298406,0.0,0.02054530284298406,0.4706389688208017,9.927142122767485,16,750,0.7602040816326531,1.1608686481952444,0.8775106693567963
43,0.07,0.0,0.05,0.0,0.004681074476325486,0.5839879112882109,0.5886689857645364,0.0015679537354919655,2.266671485343332,16,750,0.6775510204081633,0.9688268941814973,0.8178389756366281
43,0.07,0.0,0.12,0.0,0.015410653611959368,1.3730616095530195,1.3884722631649788,0.002767933910162079,1.6582781253495529,16,750,0.7295918367346939,1.0787408222424197,0.8310099223473664
43,0.07,0.0,0.22,0.0,0.012052728361196086,2.342158116733793,2.354210845094989,0.0035691584130855217,1.3826675003333324,16,750,0.7653061224489796,1.1647732510119093,0.8885824520332606
43,0.07,0.0,0.3,0.0,0.015666809008585303,2.908597126655716,2.9242639356643014,0.003521673465612919,1.2706115574603412,16,750,0.7806122448979592,1.2059241154122196,0.9115996601006386
43,0.07,0.05,0.0,0.02707522368945814,0.03342733766740347,0.001195558429180732,0.0346228960965842,0.26032106491570567,10.860337007021883,16,750,0.6816326530612244,1.14769339292064,0.9451643298934225
43,0.07,0.05,0.05,6.619143010888989,9.292138581322849,0.7195138676204846,10.011652448943334,0.017850739503513444,4.052937961584688,16,750,0.29081632653061223,0.16106919491129942,0.1786835862354061
43,0.07,0.05,0.12,7.119598824883694,8.189892013442694,2.010025348369729,10.199917361812423,0.025131723313887126,2.723799282645396,16,750,0.23979591836734693,0.13774670479196813,0.15370817567764353
43,0.07,0.05,0.22,6.2753948896477185,6.350604384373859,3.2327169974895047,9.583321381863364,0.02303926407563697,2.224186881858889,16,750,0.1489795918367347,0.17831234240581784,0.1925672187491264
43,0.07,0.05,0.3,5.451738683499357,5.489820812417815,3.477745215253436,8.96756602767125,0.018987214246795482,2.0849298258619373,16,750,0.15408163265306124,0.18965279995711593,0.20808621371894223
43,0.07,0.1,0.0,0.0,0.02346573259323259,0.0,0.02346573259323259,0.24610972443053425,11.202293324316477,16,750,0.7795918367346939,1.1720083465653435,0.9987178821438467
43,0.07,0.1,0.05,5.830909403270303,6.8680837516962026,0.94914403636398,7.817227788060182,0.04063358932867091,4.438816027702184,16,750,0.29591836734693877,0.22318766427271636,0.2288223994437102
43,0.07,0.1,0.12,6.203902495417674,6.423297185174139,2.283402007116136,8.706699192290275,0.03806668368219279,3.4533232157657134,16,750,0.14693877551020407,0.19154701119913392,0.21000691541643685
43,0.07,0.1,0.22,5.577935765410716,5.595823055892278,3.4403998862677727,9.03622294216005,0.028635603317169883,2.7926655679517287,16,750,0.13979591836734695,0.19509397421635225,0.21852824073386198
43,0.07,0.1,0.3,5.189399076023757,5.189399076013605,3.709530972695451,8.898930048709056,0.02302091316709434,2.4760079868972884,16,750,0.15306122448979592,0.19652158309837997,0.21871800578887518
43,0.07,0.12,0.0,0.0,0.03248849012702182,0.007262940511471694,0.03975143063849351,0.25065657821190196,10.240453219116201,16,750,0.8438775510204082,1.3164956873181979,1.0103273432308804
43,0.07,0.12,0.05,4.960150630665408,5.720667760566419,1.2035001036051307,6.92416786417155,0.044771544479091305,4.274288606554508,16,750,0.37857142857142856,0.2202712154942117,0.24438506430536022
43,0.07,0.12,0.12,5.157892463422112,5.175069072032717,2.269137982479592,7.44420705451231,0.03736197822384225,3.338884302196077,16,750,0.15816326530612246,0.19587497246863098,0.229811558845732
43,0.07,0.12,0.22,4.63438231905416,4.634382319047139,3.3382417440087657,7.972624063055905,0.02755344790592983,2.7794973795597686,16,750,0.1377551020408163,0.20155860462138148,0.20998438512197704
43,0.07,0.12,0.3,4.643367889316583,4.643367889309609,3.9155555052769593,8.558923394586568,0.022223456189249015,2.491283499939798,16,750,0.14285714285714285,0.19780237723174982,0.20724824239612
43,0.07,0.16,0.0,0.0,0.00807240509774454,0.0,0.00807240509774454,0.2422532155668844,10.794857809908375,16,750,0.8122448979591836,1.2247374639091986,0.9348124787170751
43,0.07,0.16,0.05,5.746144983249332,6.395207862024321,1.086110721858038,7.481318583882359,0.04704949049545182,4.768008616372759,16,750,0.36020408163265305,0.22642240112756298,0.2256734666263046
43,0.07,0.16,0.12,6.117478773580173,6.117478773571995,2.4626462206950284,8.580124994267024,0.033169396028440906,3.7155396976056196,16,750,0.19795918367346937,0.20799307894684416,0.23016784734056964
43,0.07,0.16,0.22,5.02508549493917,5.0250854949309005,3.245982965773272,8.271068460704173,0.023048860701891244,2.951199866379115,16,750,0.19183673469387755,0.21255996565339824,0.24463459541653723
43,0.07,0.16,0.3,4.440024854986162,4.440024854978681,3.321728020867891,7.761752875846572,0.01823688428175809,2.62506755012607,16,750,0.1989795918367347,0.21341920639775236,0.22672946209695916
43,0.07,0.28,0.0,0.0,0.015015932009094013,0.0,0.015015932009094013,0.24853943296584458,10.454883351436578,16,750,0.7510204081632653,1.0903944859565575,0.9845895606481377
43,0.07,0.28,0.05,4.359581324654964,5.048078755203818,1.7257664088772584,6.773845164081076,0.03951953953116229,4.616180711534642,16,750,0.486734693877551,0.2667855997007342,0.2611472453401563
43,0.07,0.28,0.12,4.914464091247126,5.066526179528211,3.3068771070388134,8.373403286567024,0.02355624646290481,4.113542977680628,16,750,0.35510204081632657,0.23550121308617838,0.22998571202510548
43,0.07,0.28,0.22,4.801708200021572,4.829996258070146,3.6689136783437757,8.498909936413922,0.013499715897369237,3.64374397466348,16,750,0.2561224489795918,0.21063548035630147,0.21466219862349278
43,0.07,0.28,0.3,4.615921441929492,4.615921441924988,3.669541908819526,8.285463350744514,0.00957961084111602,3.2728755802721263,16,750,0.2469387755102041,0.20513170423030413,0.2127079013497001
43,0.07,0.42,0.0,0.0,0.0,0.0,0.0,0.2440320903016212,10.530812005038742,16,750,0.6724489795918367,1.1544630901281139,0.9320554538767789
43,0.07,0.42,0.05,6.331240492420056,8.381280350008808,1.108936930146058,9.490217280154866,0.03356475768174705,4.412559738368008,16,750,0.3989795918367347,0.21687996810590845,0.2254147651363598
43,0.07,0.42,0.12,7.030998613856986,7.525411521098597,2.1852478279359877,9.710659349034586,0.036128449358818135,3.3826485833006394,16,750,0.1489795918367347,0.19390689665560779,0.21056206825812585
43,0.07,0.42,0.22,6.5593082241479195,6.658206979836772,3.1520270725459247,9.810234052382697,0.028024971086905312,2.7379505804121793,16,750,0.15408163265306124,0.19701837635480793,0.194813697980628
43,0.07,0.42,0.3,5.6540015748464105,5.684201179207917,3.493326241457575,9.177527420665491,0.022520704601592653,2.446531982416082,16,750,0.17448979591836733,0.19929289138324496,0.202648902976125
43,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.4631846090138058,9.819322780643938,16,750,0.7387755102040816,1.0814238080387675,0.7581625898809838
43,0.1,0.0,0.05,0.0012829743108451197,0.0027751148010850546,0.699443249092022,0.7022183638931071,0.0030127833854262315,2.2804780546988415,16,750,0.6775510204081633,0.9052285458918478,0.7992118458281381
43,0.1,0.0,0.12,0.0,0.012168273284856035,1.5272639488227533,1.5394322221076093,0.005465055351143543,1.65778642494756,16,750,0.7193877551020408,1.024101291210323,0.7750883242714758
43,0.1,0.0,0.22,0.0,0.00432890920966067,2.6476673603062455,2.651996269515906,0.00710722266338799,1.385668514779746,16,750,0.7642857142857142,1.1330903943122153,0.8547087044854118
43,0.1,0.0,0.3,0.0,0.011961763971668149,3.1431510692658127,3.1551128332374807,0.007040709774920063,1.2734620365032607,16,750,0.7836734693877551,1.1761439813151662,0.879958134252751
43,0.1,0.05,0.0,0.0,0.041395110451178274,0.02383803450123212,0.0652331449524104,0.28566712400920635,10.236273688170087,16,750,0.7510204081632653,1.0672047524781816,0.870699789332605
43,0.1,0.05,0.05,5.975357835217647,8.087211757198551,0.9365112088079474,9.023722966006499,0.024091847181189854,4.004497268889421,16,750,0.3408163265306122,0.1836274128798823,0.2015304446899772
43,0.1,0.05,0.12,6.491537413996325,7.207348307549066,2.188258130221178,9.395606437770244,0.03377608052446643,2.7615587511228017,16,750,0.2653061224489796,0.15383022708228739,0.1705610391239801
43,0.1,0.05,0.22,5.647766231232474,5.696204823004863,3.25295346474464,8.949158287749503,0.0318590686443954,2.2600648048901126,16,750,0.19081632653061223,0.1846350767697612,0.19816981020892063
43,0.1,0.05,0.3,4.90211916540122,4.932302272121709,3.3275891136960176,8.259891385817728,0.026618811626148698,2.1322608066859665,16,750,0.16938775510204082,0.1923644043070915,0.2057400966634534
43,0.1,0.1,0.0,0.0,0.00992873187472787,0.020661818995412085,0.030590550870139954,0.24807379201100802,11.375581184336653,16,750,0.8397959183673469,1.1189694130300445,0.9550207513687978
43,0.1,0.1,0.05,5.126249072841185,5.840575015458699,1.1894780022370028,7.0300530176957015,0.0520655411796567,4.463605269247002,16,750,0.37857142857142856,0.22283862279140296,0.2425450562229664
43,0.1,0.1,0.12,5.449765975373735,5.593767714227417,2.527721616154787,8.121489330382204,0.05092555141834822,3.5262779231876507,16,750,0.17959183673469387,0.19449096132508725,0.22004609706492329
43,0.1,0.1,0.22,4.9710493615905955,4.975611579389042,3.5335855471223026,8.509197126511346,0.039579400530929114,2.860486348244831,16,750,0.1836734693877551,0.19977763178261668,0.22560394820712915
43,0.1,0.1,0.3,4.667884786102938,4.667884786093845,3.648888740504648,8.316773526598492,0.03223697653073785,2.55119551657388,16,750,0.17857142857142858,0.19936064845488874,0.2192148106046196
43,0.1,0.12,0.0,0.0,0.007095581724982147,0.03588476329479795,0.0429803450197801,0.23792641294612865,10.857854119646177,16,750,0.7479591836734694,1.2173956680886437,1.024073262450448
43,0.1,0.12,0.05,4.245070732583045,4.681987394406784,1.3358797738759185,6.017867168282702,0.05666267352888146,4.469482250467946,16,750,0.4275510204081633,0.23783775549170386,0.26481073800569643
43,0.1,0.12,0.12,4.331193165452859,4.331193165440971,2.4053904084913897,6.736583573932361,0.05032761286704883,3.525361408982541,16,750,0.22755102040816327,0.21148688424473933,0.24703482042254107
43,0.1,0.12,0.22,4.204434074799003,4.204434074791019,3.2654393158493167,7.469873390640336,0.03834912292990619,2.912124641180241,16,750,0.16020408163265307,0.2058501848247288,0.21569498107938936
43,0.1,0.12,0.3,4.204657223459836,4.204657223451855,3.728787762790768,7.933444986242623,0.03130652017800824,2.61005962017974,16,750,0.15612244897959182,0.20140711809180886,0.21037954937840478
43,0.1,0.16,0.0,0.0,0.0,0.014598961635625018,0.014598961635625018,0.23379534126413598,10.876086564007343,16,750,0.7612244897959184,1.1659601254768814,1.0275919957907882
43,0.1,0.16,0.05,5.151165014811826,5.499980025500862,1.320028755997101,6.820008781497963,0.05866226984200556,5.299390516961919,16,750,0.4193877551020408,0.2324883743977827,0.23116732093497405
43,0.1,0.16,0.12,5.230443778816306,5.230443778806305,2.5444722374618154,7.77491601626812,0.04520185551916871,4.091261770331934,16,750,0.27346938775510204,0.21889540935519838,0.24043360927052457
43,0.1,0.16,0.22,4.330770418251066,4.330770418241351,3.200928784886164,7.5316992031275145,0.03265369620645847,3.2178998676152375,16,750,0.21632653061224488,0.21648251980821884,0.2431914579838183
43,0.1,0.16,0.3,3.8559845483412283,3.8559845483368043,3.21353898028824,7.069523528625044,0.026190381519698772,2.847568931213759,16,750,0.22755102040816327,0.21679521417647532,0.23307100296650263
43,0.1,0.28,0.0,0.006518602901826931,0.01859698520311992,0.0,0.01859698520311992,0.2343976350252227,10.873137372030465,16,750,0.8030612244897959,1.2098307960277639,1.0166752946867978
43,0.1,0.28,0.05,4.01752849110215,4.42588475572256,1.7811612009387237,6.2070459566612834,0.05133730059075605,5.225605836994606,16,750,0.5020408163265306,0.26641622850520735,0.26831333470144597
43,0.1,0.28,0.12,4.415004938361508,4.497201121357672,3.1660633288977427,7.663264450255415,0.03414355769972207,4.518989381518705,16,750,0.37857142857142856,0.23310783244740976,0.22987675454897044
