bootstrap,band_size,loto_mean_band_rank,loto_mean_rep_rank
494,4,0.2398001700680272,0.2407142857142857
495,3,0.231068104514533,0.258469387755102
496,1,0.2851408472479901,0.2803061224489795
497,5,0.2513383045525902,0.2622448979591837
498,5,0.2370464852607709,0.2631632653061224
499,5,0.2471864643293214,0.2547959183673469
500,6,0.2316116791371893,0.2386734693877551
501,2,0.2722546161321671,0.2724489795918368
502,6,0.2335733793517407,0.2255102040816326
503,3,0.2477528643036161,0.2212244897959183
504,3,0.2390847247990105,0.2533673469387755
505,7,0.2154117283559386,0.2532653061224489
506,6,0.2292085600907029,0.241734693877551
507,2,0.2631644800777454,0.2624489795918367
508,5,0.2481735631595997,0.2654081632653061
509,9,0.2189855942376951,0.2042857142857142
510,6,0.2513269355361192,0.2110204081632652
511,5,0.2456271929824561,0.2875510204081633
512,3,0.2590544217687074,0.2289795918367346
513,4,0.2367791545189504,0.2592857142857143
514,4,0.265755191237334,0.2906122448979592
515,7,0.2285911078717201,0.2063265306122449
516,7,0.2338836248785228,0.2339795918367347
517,3,0.2482398146071615,0.2595918367346939
518,7,0.2191258642896666,0.2266326530612245
519,6,0.230562641723356,0.2328571428571428
520,7,0.2392780683702052,0.2827551020408163
521,5,0.2353061224489795,0.2628571428571428
522,3,0.2595822431536717,0.2808163265306122
523,9,0.2274760285066407,0.2388775510204081
524,5,0.2332454648526077,0.2822448979591836
525,6,0.2437578492935636,0.2489795918367346
526,6,0.2216819727891156,0.1916326530612244
527,3,0.252680117501546,0.2885714285714286
528,6,0.2267458256029684,0.250204081632653
529,5,0.239516156462585,0.2726530612244898
530,6,0.2509450923226433,0.231938775510204
531,7,0.2506834336298622,0.2336734693877551
532,5,0.232521645021645,0.2368367346938775
533,4,0.2680709426627794,0.3128571428571429
534,4,0.2468147675736961,0.1956122448979592
535,7,0.2341369857466796,0.1941836734693877
536,10,0.2132818491032777,0.2382653061224489
537,4,0.2594354489048366,0.2031632653061224
538,5,0.2400770069932734,0.2629591836734694
539,7,0.2345837382572076,0.2618367346938776
540,7,0.2330813896987366,0.2393877551020408
541,3,0.2511989795918368,0.2448979591836734
542,6,0.2234247448979591,0.2253061224489796
543,6,0.2329798987264078,0.2485714285714285
544,3,0.2557074829931972,0.2832653061224489
545,8,0.2441759596695821,0.2421428571428571
546,7,0.21627107364685,0.2206122448979592
547,4,0.2284087706511176,0.2477551020408163
548,4,0.2533865963968004,0.2264285714285714
549,5,0.2469030612244898,0.1973469387755102
550,5,0.2346301020408163,0.2531632653061224
551,5,0.2425874635568513,0.2294897959183673
552,9,0.228403636642627,0.2339795918367347
553,2,0.2459526425954997,0.2686734693877551
554,5,0.2398575430172069,0.2722448979591837
555,5,0.2345424983180085,0.230204081632653
556,7,0.2211836734693877,0.2880612244897959
557,8,0.2364825930372149,0.2176530612244898
558,6,0.2363168731778425,0.2787755102040816
559,4,0.2485793650793651,0.2671428571428571
560,4,0.2614543245869776,0.2935714285714286
561,4,0.2495815826330532,0.2282653061224489
562,6,0.2220238263289505,0.2323469387755102
563,3,0.243954248366013,0.2212244897959183
564,6,0.2246836734693877,0.2183673469387755
565,7,0.2180959750566893,0.2291836734693877
566,6,0.2203462099125364,0.2257142857142857
567,3,0.2408913386783284,0.2498979591836734
568,6,0.2415022675736961,0.2954081632653061
569,6,0.2457967282150955,0.3061224489795918
570,6,0.2437100450569838,0.2364285714285714
571,4,0.2493431122448979,0.2951020408163265
572,5,0.2377980943930367,0.2440816326530612
573,7,0.2360677842565597,0.221938775510204
574,6,0.2559370620428622,0.2681632653061224
575,6,0.2271766469745793,0.2490816326530612
576,4,0.2765711193568336,0.3101020408163265
577,5,0.2252927599611273,0.2248979591836734
578,7,0.2283833819241982,0.2453061224489796
579,4,0.2613265306122449,0.2728571428571428
580,6,0.237374985081752,0.2353061224489796
581,6,0.2338180272108843,0.2469387755102041
582,6,0.2542602040816326,0.2790816326530612
583,5,0.2227049651029243,0.1998979591836734
584,4,0.2250821995464852,0.195204081632653
585,3,0.2589726582940869,0.305204081632653
586,4,0.2350485908649174,0.2361224489795918
587,2,0.2582908163265306,0.2861224489795918
588,6,0.2242369773084059,0.2385714285714286
589,5,0.2310121477162293,0.2625510204081632
590,6,0.2329300291545189,0.2780612244897958
591,8,0.2145889258134156,0.2306122448979591
592,5,0.2457710428669074,0.293469387755102
593,6,0.2494938261018692,0.3053061224489796
594,4,0.2353286749482401,0.2327551020408163
595,4,0.2483361678004535,0.2592857142857143
596,6,0.2209237123420797,0.2121428571428571
597,5,0.2409829484425349,0.2698979591836734
598,5,0.2332423469387755,0.2243877551020408
599,9,0.2280907839326206,0.1993877551020408
600,7,0.2267411873840445,0.238265306122449
601,4,0.2521031149301826,0.2570408163265306
602,3,0.2725255102040816,0.2897959183673469
603,7,0.2126913265306122,0.2226530612244898
604,2,0.2580316724092234,0.2723469387755102
605,6,0.2326501114799987,0.2377551020408163
606,4,0.240283022299829,0.2512244897959184
607,7,0.2281221287216185,0.2304081632653061
608,4,0.2382535780545984,0.2325510204081632
609,7,0.2100617239902953,0.2532653061224489
610,5,0.2338112244897959,0.2361224489795918
611,2,0.258276540919398,0.2637755102040816
612,3,0.2296376242804814,0.2454081632653061
613,5,0.247207985466914,0.2755102040816327
614,4,0.2740330417881438,0.2788775510204082
615,3,0.2517019760285066,0.2847959183673469
616,5,0.2255436103012633,0.2276530612244898
617,4,0.2378401360544217,0.2424489795918367
618,5,0.2343563258636787,0.2824489795918367
619,3,0.2546661807580175,0.2832653061224489
620,5,0.2306135904911415,0.2505102040816326
621,4,0.2363336913712853,0.2645918367346938
622,4,0.2464503515691991,0.2413265306122448
623,9,0.2608654572940287,0.2764285714285714
624,7,0.2293183673469387,0.2261224489795918
625,4,0.2439821428571428,0.2798979591836735
626,5,0.2249521379980563,0.2301020408163265
627,2,0.2609036281179138,0.3074489795918367
628,7,0.2266082617257429,0.236734693877551
629,5,0.2290530855199222,0.2113265306122448
630,5,0.2280917626790976,0.2155102040816326
631,3,0.2359109977324263,0.2380612244897959
632,6,0.2381571786609381,0.2578571428571428
633,5,0.2284672440404733,0.221734693877551
634,6,0.2335889507318078,0.2529591836734693
