p,q,beta_pi,lambda_pi,gamma,top_frequency,mean_val_rank,mean_val_nmse,in_band
10,0.5,0.5,0.1,0.0,0.0,0.7923469387755102,1.2152540499925677,False
10,0.5,0.5,0.1,0.05,0.0125,0.5439795918367347,0.26146410782707147,False
10,0.5,0.5,0.1,0.12,0.0375,0.49433673469387757,0.23333010471781385,False
10,0.5,0.5,0.1,0.22,0.0125,0.46591836734693876,0.22331439419385352,False
10,0.5,0.5,0.1,0.3,0.0,0.4575510204081633,0.22264071033619182,False
10,0.5,0.5,0.12,0.0,0.0,0.8268877551020408,1.2281116548030087,False
10,0.5,0.5,0.12,0.05,0.0,0.5502551020408164,0.26687749926161325,False
10,0.5,0.5,0.12,0.12,0.025,0.4948469387755102,0.23495823578331487,False
10,0.5,0.5,0.12,0.22,0.0,0.46964285714285714,0.22677961839576039,False
10,0.5,0.5,0.12,0.3,0.0,0.45933673469387754,0.22701401859770862,False
10,0.5,0.5,0.16,0.0,0.0,0.7995408163265306,1.2396668751699083,False
10,0.5,0.5,0.16,0.05,0.0,0.5650510204081632,0.2857176405735227,False
10,0.5,0.5,0.16,0.12,0.0,0.5246938775510204,0.2423535029490267,False
10,0.5,0.5,0.16,0.22,0.0,0.4845408163265306,0.23374957421541542,False
10,0.5,0.5,0.16,0.3,0.0,0.46632653061224494,0.23476754093836108,False
10,0.5,0.5,0.28,0.0,0.0,0.8519897959183673,1.2630808356335081,False
10,0.5,0.5,0.28,0.05,0.0,0.5835714285714286,0.36356018218092456,False
10,0.5,0.5,0.28,0.12,0.0,0.5600510204081632,0.27688084040219024,False
10,0.5,0.5,0.28,0.22,0.0,0.5263265306122449,0.2541875848039997,False
10,0.5,0.5,0.28,0.3,0.0,0.5049489795918367,0.24713714312680865,False
10,0.5,0.5,0.42,0.0,0.0,0.775969387755102,1.1957726571318235,False
10,0.5,0.5,0.42,0.05,0.0125,0.551734693877551,0.2685337272899235,False
10,0.5,0.5,0.42,0.12,0.0125,0.505,0.23299875467002257,False
10,0.5,0.5,0.42,0.22,0.0125,0.4689285714285714,0.22171390665374546,False
10,0.5,0.5,0.42,0.3,0.0,0.4520408163265306,0.218469906959271,False
10,0.6,0.0,0.0,0.0,0.0,0.8953061224489796,1.2951559749516144,False
10,0.6,0.0,0.0,0.05,0.0,0.8326275510204082,1.3068643994675895,False
10,0.6,0.0,0.0,0.12,0.0,0.8510969387755102,1.3068663852310618,False
10,0.6,0.0,0.0,0.22,0.0,0.857295918367347,1.3070337809179544,False
10,0.6,0.0,0.0,0.3,0.0,0.8756122448979593,1.30736697789343,False
10,0.6,0.0,0.05,0.0,0.0,0.8638265306122449,1.3019764639147922,False
10,0.6,0.0,0.05,0.05,0.0,0.8156122448979591,1.3067331138112095,False
10,0.6,0.0,0.05,0.12,0.0,0.8451530612244899,1.3066910265853584,False
10,0.6,0.0,0.05,0.22,0.0,0.8566326530612246,1.30708017718827,False
10,0.6,0.0,0.05,0.3,0.0,0.8726275510204081,1.3073760165544057,False
10,0.6,0.0,0.1,0.0,0.0,0.8445408163265306,1.2986221304646102,False
10,0.6,0.0,0.1,0.05,0.0,0.844515306122449,1.3067972950306046,False
10,0.6,0.0,0.1,0.12,0.0,0.8422193877551021,1.306709551808272,False
10,0.6,0.0,0.1,0.22,0.0,0.8582397959183673,1.3072093945298977,False
10,0.6,0.0,0.1,0.3,0.0,0.8707908163265307,1.3073692960663852,False
10,0.6,0.0,0.12,0.0,0.0,0.8682142857142857,1.3020943525532833,False
10,0.6,0.0,0.12,0.05,0.0,0.844515306122449,1.3067471337811083,False
10,0.6,0.0,0.12,0.12,0.0,0.8389030612244899,1.3067027192242258,False
10,0.6,0.0,0.12,0.22,0.0,0.8603826530612245,1.3072548444506518,False
10,0.6,0.0,0.12,0.3,0.0,0.8740051020408164,1.307370582401093,False
10,0.6,0.0,0.16,0.0,0.0,0.875,1.2973327472548521,False
10,0.6,0.0,0.16,0.05,0.0,0.8438010204081632,1.3067734633802346,False
10,0.6,0.0,0.16,0.12,0.0,0.8372704081632654,1.3066817289501427,False
10,0.6,0.0,0.16,0.22,0.0,0.858545918367347,1.3072148632857061,False
10,0.6,0.0,0.16,0.3,0.0,0.8719897959183674,1.3073736690854327,False
10,0.6,0.0,0.28,0.0,0.0,0.8689795918367347,1.287206456109103,False
10,0.6,0.0,0.28,0.05,0.0,0.8356632653061224,1.3067531375560364,False
10,0.6,0.0,0.28,0.12,0.0,0.8356632653061224,1.3067768489423188,False
10,0.6,0.0,0.28,0.22,0.0,0.8534693877551021,1.3071467796076388,False
10,0.6,0.0,0.28,0.3,0.0,0.8684183673469388,1.3073665983672067,False
10,0.6,0.0,0.42,0.0,0.0,0.8809693877551019,1.3031184431774279,False
10,0.6,0.0,0.42,0.05,0.0,0.8199744897959184,1.3066974129657378,False
10,0.6,0.0,0.42,0.12,0.0,0.8418367346938777,1.3066524921737095,False
10,0.6,0.0,0.42,0.22,0.0,0.8548214285714286,1.3071586365375034,False
10,0.6,0.0,0.42,0.3,0.0,0.8732653061224489,1.3073714273741657,False
10,0.6,0.02,0.0,0.0,0.0,0.8681632653061225,1.2772335296759594,False
10,0.6,0.02,0.0,0.05,0.0,0.7190816326530612,1.0333457895332334,False
10,0.6,0.02,0.0,0.12,0.0,0.7186734693877551,1.1281073745076775,False
10,0.6,0.02,0.0,0.22,0.0,0.7620918367346939,1.2290655534363073,False
10,0.6,0.02,0.0,0.3,0.0,0.772704081632653,1.2625707413699438,False
10,0.6,0.02,0.05,0.0,0.0,0.8328061224489796,1.2843869392431047,False
10,0.6,0.02,0.05,0.05,0.2625,0.31821428571428567,0.16703496210445617,False
10,0.6,0.02,0.05,0.12,0.375,0.19576530612244897,0.1130173435902992,False
10,0.6,0.02,0.05,0.22,0.3,0.19168367346938775,0.15132614194639185,False
10,0.6,0.02,0.05,0.3,0.1,0.2170918367346939,0.1784484393540497,False
10,0.6,0.02,0.1,0.0,0.0,0.8067346938775509,1.279519894202528,False
10,0.6,0.02,0.1,0.05,0.3125,0.27540816326530615,0.1469355373703513,False
10,0.6,0.02,0.1,0.12,0.375,0.15918367346938775,0.1388629851016447,False
10,0.6,0.02,0.1,0.22,0.2125,0.18693877551020407,0.1793039123743356,False
10,0.6,0.02,0.1,0.3,0.1125,0.22158163265306122,0.1927488745634754,False
10,0.6,0.02,0.12,0.0,0.0,0.8109183673469389,1.275026330468084,False
10,0.6,0.02,0.12,0.05,0.3,0.261734693877551,0.13860760307593586,False
10,0.6,0.02,0.12,0.12,0.3625,0.17188775510204082,0.14610123792775048,False
10,0.6,0.02,0.12,0.22,0.2125,0.19540816326530613,0.18522489886891175,False
10,0.6,0.02,0.12,0.3,0.15,0.23102040816326533,0.19494016729980057,False
10,0.6,0.02,0.16,0.0,0.0,0.8025,1.2787720706862076,False
10,0.6,0.02,0.16,0.05,0.2875,0.24729591836734693,0.13979379923526072,False
10,0.6,0.02,0.16,0.12,0.25,0.17295918367346938,0.15897219043999244,False
10,0.6,0.02,0.16,0.22,0.1625,0.2044387755102041,0.19076642373203587,False
10,0.6,0.02,0.16,0.3,0.0875,0.2560204081632653,0.19812161967277986,False
10,0.6,0.02,0.28,0.0,0.0,0.7967857142857142,1.206676136404122,False
10,0.6,0.02,0.28,0.05,0.2375,0.28377551020408165,0.14758309146825827,False
10,0.6,0.02,0.28,0.12,0.1625,0.2122448979591837,0.16127956447763372,False
10,0.6,0.02,0.28,0.22,0.1,0.2355612244897959,0.18741986028716745,False
10,0.6,0.02,0.28,0.3,0.1,0.2692857142857143,0.195659445604966,False
10,0.6,0.02,0.42,0.0,0.0,0.8103061224489796,1.2664623820519498,False
10,0.6,0.02,0.42,0.05,0.2625,0.2957142857142857,0.1480983381670049,False
10,0.6,0.02,0.42,0.12,0.3875,0.1715816326530612,0.12270159488234027,False
10,0.6,0.02,0.42,0.22,0.175,0.18571428571428572,0.16403594905326396,False
10,0.6,0.02,0.42,0.3,0.1375,0.21244897959183673,0.1850231185544458,False
10,0.6,0.04,0.0,0.0,0.0,0.8320918367346939,1.2738413897362915,False
10,0.6,0.04,0.0,0.05,0.0,0.7168877551020408,1.021152924564627,False
10,0.6,0.04,0.0,0.12,0.0,0.7303061224489796,1.1195958632108725,False
10,0.6,0.04,0.0,0.22,0.0,0.7610714285714286,1.2185160062338016,False
10,0.6,0.04,0.0,0.3,0.0,0.7728571428571429,1.2553668991149654,False
10,0.6,0.04,0.05,0.0,0.0,0.8036224489795918,1.2546849074377495,False
10,0.6,0.04,0.05,0.05,0.2625,0.30933673469387757,0.15371361633996916,False
10,0.6,0.04,0.05,0.12,0.3125,0.18081632653061225,0.1316806769844152,False
10,0.6,0.04,0.05,0.22,0.225,0.16923469387755102,0.168181472913228,False
10,0.6,0.04,0.05,0.3,0.175,0.18306122448979592,0.18573175388188118,False
10,0.6,0.04,0.1,0.0,0.0,0.7672959183673469,1.226624983208645,False
