task,seed,readout,beta_pi,lambda_pi,gamma,n,layers,topology,mixer,input_mode,channel,val_nmse,test_nmse,alpha
narma10,48,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6597265032433326,0.6279485217292325,1e-07
sunspots_annual,48,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.14214094824954523,0.2058327121831858,1e-08
lorenz,49,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.00010067704153178937,2.582673288760462e-05,1e-08
mackey_glass,49,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.00020012701386296566,0.0002197189263982796,1e-08
narma10,49,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6621106051112822,0.6312396472476838,1e-08
sunspots_annual,49,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.14991087858060015,0.20583586054959302,1e-08
lorenz,50,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,8.284754275983982e-07,2.015038773630141e-07,1e-08
mackey_glass,50,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,1.4590129790056245e-05,1.685786943099642e-05,1e-08
narma10,50,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6206272095728698,0.6156173443188295,1e-08
sunspots_annual,50,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.14596057884837596,0.21259574041609153,0.0001
lorenz,51,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,3.0712183616841997e-06,6.084893881753425e-07,1e-08
mackey_glass,51,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,2.9998963165088762e-05,3.598549355865487e-05,1e-08
narma10,51,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6215005649587109,0.6211775274561631,1e-08
sunspots_annual,51,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.14676678185652833,0.2203316577637108,0.0001
lorenz,52,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,4.698312631292883e-05,9.316905159585669e-06,1e-08
mackey_glass,52,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,7.196460861511278e-05,8.956793124809156e-05,1e-08
narma10,52,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6211452081892825,0.6197458436649737,1e-08
sunspots_annual,52,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.14379803367584107,0.1926449277659559,1e-07
lorenz,53,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,1.3405358734265725e-06,2.2134905102634427e-07,1e-08
mackey_glass,53,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,1.0858722326909063e-05,1.2964931679500274e-05,1e-08
narma10,53,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6620464154865509,0.6238059517623259,1e-08
sunspots_annual,53,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.12911130380206634,0.21748887419325932,1e-06
lorenz,54,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,2.782975147508078e-06,1.0310187809348742e-06,1e-08
mackey_glass,54,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,2.7269975640162012e-05,3.287164909616207e-05,1e-08
narma10,54,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6516312468980457,0.6193469568082651,1e-06
sunspots_annual,54,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.1441270936345596,0.20607727759492986,1e-05
lorenz,55,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,3.460723759991142e-05,6.742286621332363e-06,1e-08
mackey_glass,55,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,3.4077871935241686e-05,3.964105661463722e-05,1e-08
narma10,55,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6572361216922681,0.6262266982468828,1e-06
sunspots_annual,55,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.15686052873405695,0.21448057895895484,1e-07
lorenz,56,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,6.72825776592399e-07,1.5729182874223222e-07,1e-08
mackey_glass,56,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,2.2949557516969646e-05,2.743374221434235e-05,1e-08
narma10,56,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6544334243703724,0.6152102444596778,1e-06
sunspots_annual,56,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.1533058308241965,0.20695471595573148,0.0001
lorenz,57,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,1.8645077934212068e-05,4.503219187331822e-06,1e-08
mackey_glass,57,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,2.5548366777363984e-05,3.0477494821994085e-05,1e-08
narma10,57,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6430840273584445,0.6406535994541483,1e-08
sunspots_annual,57,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.1516069472528805,0.20770272420747252,1e-06
lorenz,58,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,1.3268068827160336e-05,3.3221916515921354e-06,1e-08
mackey_glass,58,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,4.596978721544025e-05,5.414993463615278e-05,1e-08
narma10,58,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6489060014104455,0.63024440414087,1e-08
sunspots_annual,58,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.14540316741686224,0.20661858273633266,1e-06
lorenz,59,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,3.83403554771207e-06,1.4687348995077315e-06,1e-08
mackey_glass,59,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,3.3428077116923415e-05,3.991282335292252e-05,1e-08
narma10,59,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.658183598309105,0.6262661292278559,1e-06
sunspots_annual,59,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.15141883477196727,0.2033811146366015,1e-07
lorenz,60,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,4.54254696024016e-06,8.586715636307218e-07,1e-08
mackey_glass,60,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,1.2734501324461814e-05,1.4963425819065837e-05,1e-08
narma10,60,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6532083997396442,0.6256797501960182,1e-05
sunspots_annual,60,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.13989663742792663,0.20870287145732686,0.0001
lorenz,61,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,5.5341823021376024e-05,1.1928528082106255e-05,1e-08
mackey_glass,61,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,6.664641940865358e-05,7.372893595199456e-05,1e-08
narma10,61,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.6488564118516951,0.6272424982055098,1e-07
sunspots_annual,61,Z+ZZ,0.07,0.12,0.22,4,3,ring,rx_zz,uniform,amplitude,0.16110796414902945,0.20825947377248394,1e-07
lorenz,42,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,3.1547965893490185e-05,6.16136774791989e-06,1e-08
mackey_glass,42,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,4.246681289821032e-05,4.806592460703239e-05,1e-08
narma10,42,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6616768297821742,0.6292928046990143,1e-08
sunspots_annual,42,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.16287052330296842,0.22788338028296687,1e-07
lorenz,43,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,4.780671488982859e-06,1.028632540075197e-06,1e-08
mackey_glass,43,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,1.4128370635450817e-05,1.7001290758147514e-05,1e-08
narma10,43,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6698749449746404,0.618922282756847,1e-06
sunspots_annual,43,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.15107318720079999,0.19933515146924474,1e-05
lorenz,44,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,3.320856899867102e-06,6.491029577682046e-07,1e-08
mackey_glass,44,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,2.5123882225264763e-05,3.130902067344893e-05,1e-08
narma10,44,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6429533111943273,0.6256037979596433,1e-08
sunspots_annual,44,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.15333322253265408,0.20414014508113237,1e-06
lorenz,45,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,3.147870357856955e-05,5.204294407238551e-06,1e-08
mackey_glass,45,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,8.701547289766418e-05,9.591043811753237e-05,1e-08
narma10,45,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6579418828648658,0.6291017376977902,1e-07
sunspots_annual,45,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.15300258043607717,0.21443688268052105,1e-07
lorenz,46,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,6.636309542007848e-06,1.5132089877602441e-06,1e-08
mackey_glass,46,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,3.344576838344869e-05,3.8402272760686876e-05,1e-08
narma10,46,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6662851008100037,0.6264164524908726,1e-08
sunspots_annual,46,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.1451002294912524,0.21718825103510797,1e-07
lorenz,47,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,2.7441860806474597e-05,4.820201106797996e-06,1e-08
mackey_glass,47,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,5.243489197792407e-05,6.136791475949612e-05,1e-08
narma10,47,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6609375021205317,0.6250989426040304,1e-07
sunspots_annual,47,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.15232095657243214,0.22730462119574837,1e-06
lorenz,48,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,5.8186042353237496e-05,1.0633109224944891e-05,1e-08
mackey_glass,48,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.00013123513586579125,0.00014610795588812365,1e-08
narma10,48,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6652133192299985,0.6375280703442611,1e-05
sunspots_annual,48,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.151183651498513,0.2087965530854285,1e-08
lorenz,49,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.00011405390346955287,5.407033051687419e-05,1e-08
mackey_glass,49,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.00025158242040234665,0.00026740884317712985,1e-08
narma10,49,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6676889374457533,0.6304391910656253,1e-08
sunspots_annual,49,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.1541651867837002,0.2392921566281995,1e-08
lorenz,50,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,4.01687425068077e-06,9.219278476389643e-07,1e-08
mackey_glass,50,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,2.9267216048082747e-05,3.4227952751463975e-05,1e-08
narma10,50,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6450762709227412,0.6200089364138289,1e-08
sunspots_annual,50,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.14570854170354422,0.21633553420344934,1e-05
lorenz,51,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,1.2183766183677618e-05,2.168289867032877e-06,1e-08
mackey_glass,51,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,3.847649593614586e-05,4.737907939892485e-05,1e-08
narma10,51,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6473073134688583,0.6289846947507451,1e-07
sunspots_annual,51,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.15117064869554794,0.21643773765562824,1e-05
lorenz,52,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.00012230605165585576,2.0032470621474473e-05,1e-08
mackey_glass,52,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.00014357656360992568,0.0001551810703157901,1e-08
narma10,52,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6466134499165591,0.6216881212447832,1e-08
sunspots_annual,52,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.14784356155522582,0.18575220027051859,1e-08
lorenz,53,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,4.482253026628257e-06,7.410318027926395e-07,1e-08
mackey_glass,53,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,1.375237142095364e-05,1.6742189183383955e-05,1e-08
narma10,53,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.672215968740625,0.6360239318347294,0.0001
sunspots_annual,53,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.151592472377118,0.21714305988665347,1e-05
lorenz,54,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,1.0147412359786817e-05,2.262472145006061e-06,1e-08
mackey_glass,54,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,3.065333982885268e-05,3.73441401987944e-05,1e-08
narma10,54,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.65872110218807,0.623827349409301,1e-06
sunspots_annual,54,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.14582042357747588,0.18830743622136295,1e-08
lorenz,55,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,3.537520571653326e-05,6.761754953504632e-06,1e-08
mackey_glass,55,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,6.66891731645075e-05,7.693603936038162e-05,1e-08
narma10,55,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.663452866121814,0.624276236405163,1e-07
sunspots_annual,55,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.16598709914281148,0.21887285969670492,1e-08
lorenz,56,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,6.259370129762322e-06,1.179342837132161e-06,1e-08
mackey_glass,56,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,2.2714138489712045e-05,2.822858882664952e-05,1e-08
narma10,56,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6591748021572321,0.6382721277349409,0.001
sunspots_annual,56,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.14657052648630584,0.2086687791869192,1e-05
lorenz,57,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,2.968892967398154e-05,6.088404984659226e-06,1e-08
mackey_glass,57,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,3.235063272070611e-05,3.674666687436755e-05,1e-08
narma10,57,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6647977747996104,0.6376762161937991,1e-08
sunspots_annual,57,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.1549544842322763,0.20861489847361622,1e-07
lorenz,58,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,2.686817088862246e-05,6.246287008822275e-06,1e-08
mackey_glass,58,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.00010570104237577518,0.0001173473670386373,1e-08
narma10,58,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6586342728247963,0.6256813965396719,1e-08
sunspots_annual,58,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.15035633678271695,0.21785440887853227,1e-07
lorenz,59,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,2.3190355813883616e-05,5.4919127485996375e-06,1e-08
mackey_glass,59,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,5.7349529578338284e-05,6.496366204529763e-05,1e-08
narma10,59,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6622650355137962,0.6270722488615285,1e-07
sunspots_annual,59,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.15470489470646706,0.22421621103528896,1e-07
lorenz,60,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,7.812295472359229e-06,1.529367950250212e-06,1e-08
mackey_glass,60,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,1.6023131956748814e-05,1.8184507423966883e-05,1e-08
narma10,60,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.6586628361480781,0.6315917074544459,1e-05
sunspots_annual,60,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.13949761843820824,0.20652491715692725,1e-06
lorenz,61,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,5.3229449830157594e-05,1.0572705270165548e-05,1e-08
mackey_glass,61,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,9.336030057042472e-05,0.00010176195121029332,1e-08
narma10,61,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.657285122376293,0.6265196160858647,1e-08
sunspots_annual,61,Z+ZZ,0.07,0.12,0.3,4,3,ring,rx_zz,uniform,amplitude,0.1639172352413708,0.2186580653922198,1e-07
lorenz,42,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,2.219888760051371,0.9991454932424425,1000.0
mackey_glass,42,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9972806562924666,1.0036543528922155,1000.0
narma10,42,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.005171127612206,1.0272901277645488,1000.0
sunspots_annual,42,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9875363137587982,1.0360518969609147,0.01
lorenz,43,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.4305601806563846,1.09968750432782,1e-08
mackey_glass,43,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9702361820623078,0.9098188153076255,100.0
narma10,43,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0008002888875065,1.0237127919647802,1000.0
sunspots_annual,43,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.674164782268381,1.467824745440448,0.001
lorenz,44,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,2.232946080757443,1.003028583812897,1000.0
mackey_glass,44,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0046795153971995,1.0032046676390312,1000.0
narma10,44,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.995455487949306,1.051482368635176,100.0
sunspots_annual,44,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9777630999410805,0.9876837059823479,0.01
lorenz,45,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,2.122868486660179,0.993631364088151,0.1
mackey_glass,45,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.953796791534473,0.9843504407103002,1e-08
narma10,45,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9929462742100659,1.051606545408094,10.0
sunspots_annual,45,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0058660445181635,1.0078314152079584,1000.0
lorenz,46,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,2.1593108654728064,0.975992911358371,1e-08
mackey_glass,46,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0023590367705009,1.0023593786042961,1000.0
narma10,46,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0074333349727815,1.0277446935381542,1000.0
sunspots_annual,46,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9889190076533091,1.0304251288450297,10.0
lorenz,47,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.7603819248712913,0.9506590183668737,1e-08
mackey_glass,47,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9761130719163492,0.9714657531569134,1e-08
narma10,47,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0053987455967834,1.0289212180022458,1000.0
sunspots_annual,47,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9952458538064907,0.9952273634255748,10.0
lorenz,48,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.7365148774441457,0.9658985269553906,1.0
mackey_glass,48,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9987469001132998,0.9986430730552522,1000.0
narma10,48,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0091333003580005,1.0362842635493181,1000.0
sunspots_annual,48,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.6495182622792246,0.8233388961923048,1e-08
lorenz,49,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,2.028318735702084,1.022031248477103,10.0
mackey_glass,49,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9784954425716752,0.9439493172456288,100.0
narma10,49,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9776111260923612,1.1588365437596007,10.0
sunspots_annual,49,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9797871220268073,0.9712763573013627,10.0
lorenz,50,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,2.250967082805525,1.0285696240368114,1000.0
mackey_glass,50,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9055132400334261,0.7721058254010205,1e-08
narma10,50,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0043344539413661,1.0261631709718164,1000.0
sunspots_annual,50,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9921453699619972,0.9853075702912323,10.0
lorenz,51,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,2.1206984491200553,1.0124473626567867,1e-08
mackey_glass,51,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9490712218695156,0.97814056804244,1e-08
narma10,51,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9778149317324067,1.070494681597795,10.0
sunspots_annual,51,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0071820352494973,1.0018637409681468,1000.0
lorenz,52,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.8692276409691706,1.0141593615921873,1.0
mackey_glass,52,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9856132375669564,1.017735795393999,100.0
narma10,52,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9625748211968137,1.0617806292363239,10.0
sunspots_annual,52,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.8238362635897143,1.2736931500025162,0.001
lorenz,53,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.9596243700190674,1.038702067388378,1e-08
mackey_glass,53,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.8019683285340785,0.8508965754093577,1e-08
narma10,53,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0092864009416265,1.0236090627863557,1000.0
sunspots_annual,53,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.005187703837814,1.0467872891243248,0.01
lorenz,54,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,2.1352899561978695,0.9807744375392926,10.0
mackey_glass,54,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9765682834284825,1.0040594390672046,1e-08
narma10,54,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0055850117341694,1.02926006248366,1000.0
sunspots_annual,54,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9181147931522547,0.8765476591692875,1e-08
lorenz,55,Z+ZZ,0.07,0.16,0.0,4,3,ring,rx_zz,uniform,amplitude,2.268006331445683,0.9896796184138988,1000.0
