task,seed,readout,beta_pi,lambda_pi,gamma,n,layers,topology,mixer,input_mode,channel,val_nmse,test_nmse,alpha
lorenz,46,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.044005114370783,0.9923103600210933,0.01
mackey_glass,46,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9792649390773138,0.9849032903879565,1.0
narma10,46,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.00288547717644,1.0252471647122239,100.0
sunspots_annual,46,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9834504989017544,1.1968671969892422,1.0
lorenz,47,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.1841746731242186,1.0327265222981772,1.0
mackey_glass,47,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0063133578736472,1.0046874429637616,1000.0
narma10,47,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9966193987429018,1.0333943480760344,1.0
sunspots_annual,47,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.8607154394777551,0.6774951683936888,10.0
lorenz,48,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.9326145177889085,0.8905943995962912,1e-08
mackey_glass,48,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9385621062072533,0.9580593879443072,1.0
narma10,48,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.980253865871043,1.051511355731267,0.1
sunspots_annual,48,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9634819702054206,1.0371767675915893,0.1
lorenz,49,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.1721319241074584,1.0500345964181224,1.0
mackey_glass,49,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9146480423919714,0.9325807218249287,0.1
narma10,49,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9954806493882342,1.0694860546297007,100.0
sunspots_annual,49,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9908592509743475,1.0334484471420682,0.1
lorenz,50,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.181694277984815,1.0018117129541533,1.0
mackey_glass,50,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9924564080491628,1.0086466891989774,1.0
narma10,50,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0044424198921107,1.0274478644293896,1000.0
sunspots_annual,50,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0023324481356937,1.0176831964937636,0.001
lorenz,51,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.139266260214817,1.0280507618976193,1.0
mackey_glass,51,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0098200452948503,1.0119706062110598,1000.0
narma10,51,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0042897070848302,1.0284262622984761,1000.0
sunspots_annual,51,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.005908979404784,1.0088301291774993,1000.0
lorenz,52,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.220470512557854,1.0024811860541418,1000.0
mackey_glass,52,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.7928321556384498,0.9109946384993396,1e-08
narma10,52,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0007352863746846,1.0328724692653137,1000.0
sunspots_annual,52,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0051490635465496,1.0091660217278546,1000.0
lorenz,53,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.049945514236294,0.9784596121811837,1.0
mackey_glass,53,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9603358216380461,0.9639460356409588,1e-08
narma10,53,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0054054145185782,1.0349649429998649,1000.0
sunspots_annual,53,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.6751059066177518,1.0905816148507075,0.001
lorenz,54,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.2086469735796928,1.0007740154184916,1e-08
mackey_glass,54,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.989122986241292,0.9999422539977026,0.01
narma10,54,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0045164295005475,1.0281029921425298,1000.0
sunspots_annual,54,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0044977450507002,1.0082771809400553,100.0
lorenz,55,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.219453440485729,1.0024980748221877,1000.0
mackey_glass,55,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.988233699642307,1.0257211595463533,1.0
narma10,55,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9881887655211122,1.0353241757662728,10.0
sunspots_annual,55,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0073738577279097,1.0111957028995828,1000.0
lorenz,56,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.031041660648675,0.989233203781392,10.0
mackey_glass,56,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.8128766304857904,0.7642988997097376,1.0
narma10,56,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9981239336486081,1.043326913778099,100.0
sunspots_annual,56,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9364610022640226,1.0969623482235509,0.01
lorenz,57,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.2016882650071117,0.9686761293490278,10.0
mackey_glass,57,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9685979585431023,1.001991013002864,1.0
narma10,57,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0075701545823508,1.0325265988325214,1000.0
sunspots_annual,57,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0119277602991603,1.012201103867148,1000.0
lorenz,58,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.1493426633989356,0.9712672740153894,1e-08
mackey_glass,58,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.9976994766136553,0.9636886697532273,1.0
narma10,58,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0041991791291693,1.0308775689004785,1000.0
sunspots_annual,58,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.5734982508966329,0.8725952490617066,1.0
lorenz,59,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.0334647731763322,1.0229089029787202,1e-08
mackey_glass,59,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.99990607693066,1.0015850094613814,1000.0
narma10,59,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.001300563019337,1.0351214725610762,100.0
sunspots_annual,59,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0060116574101519,1.0092810293459864,1000.0
lorenz,60,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.499467555123557,1.0333869458476668,0.1
mackey_glass,60,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.8179355250987872,0.8645959476363331,0.001
narma10,60,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0231374676859382,1.0530415957879051,1000.0
sunspots_annual,60,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,0.8699253366991686,1.0235676166444538,0.0001
lorenz,61,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,2.121820196068739,1.0295748808744312,10.0
mackey_glass,61,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0101653556400714,1.0191369675831767,1000.0
narma10,61,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0016307992086422,1.0204453026022604,100.0
sunspots_annual,61,Z+ZZ,0.02,0.1,0.0,4,3,ring,rx_zz,uniform,amplitude,1.0038939484329754,1.0212469342505945,10.0
lorenz,42,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.0001120399661111324,6.169555285229771e-05,1e-08
mackey_glass,42,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,4.28918665562737e-05,5.0081615369492325e-05,1e-08
narma10,42,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.26680710909400807,0.3272228951766378,1e-08
sunspots_annual,42,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.1786528223051355,0.23261931837870528,1e-08
lorenz,43,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,9.46242222901256e-06,5.871020633409311e-06,1e-08
mackey_glass,43,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,9.40813480767726e-06,1.1797986348050171e-05,1e-08
narma10,43,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.2632297579957331,0.2360290877193424,1e-08
sunspots_annual,43,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.14677275621452532,0.1720293630647638,0.0001
lorenz,44,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,4.776422249963133e-05,2.1180766555752366e-05,1e-08
mackey_glass,44,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,4.0665340427999095e-05,5.0192699984243024e-05,1e-08
narma10,44,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.18706109826454542,0.20022667648128445,1e-06
sunspots_annual,44,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.15187284129939854,0.20551030741857887,1e-06
lorenz,45,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.0002103691037885852,0.00012139601822979377,1e-08
mackey_glass,45,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.00012158369477457653,0.0001467918362248454,1e-08
narma10,45,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.22378367498273216,0.22534175552880628,1e-08
sunspots_annual,45,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.16235011980688455,0.22404362013759072,1e-08
lorenz,46,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,8.41243113979821e-05,4.3894522870525384e-05,1e-08
mackey_glass,46,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,6.687378154919336e-05,7.777854567570242e-05,1e-08
narma10,46,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.20562370331812338,0.2344539481966998,1e-07
sunspots_annual,46,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.16453569960086376,0.18943881651132968,1e-06
lorenz,47,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,3.747793683971553e-05,2.906483109858838e-05,1e-08
mackey_glass,47,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,2.8889857291483036e-05,3.27545064916898e-05,1e-08
narma10,47,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.19644628629179178,0.2124302951826024,1e-07
sunspots_annual,47,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.1688585192807615,0.20787495912635306,1e-08
lorenz,48,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.00016487154257675937,0.00010607276337803743,1e-08
mackey_glass,48,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.00011240774684948743,0.00013112810180679595,1e-08
narma10,48,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.21696520816732512,0.24492864582598287,1e-08
sunspots_annual,48,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.16861956567722075,0.20401460587027803,1e-08
lorenz,49,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.00038697942318028397,0.00023512933127392872,1e-08
mackey_glass,49,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.0007068475533555952,0.0007922623605730734,1e-08
narma10,49,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.19043826401479735,0.2059705945240968,1e-08
sunspots_annual,49,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.17350045765128683,0.21619269229075916,1e-08
lorenz,50,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,2.751106786063309e-05,1.0154042209119126e-05,1e-08
mackey_glass,50,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,3.6746829621250967e-05,4.728753343069607e-05,1e-08
narma10,50,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.18574270938064089,0.19523611282108747,1e-07
sunspots_annual,50,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.1527748345388672,0.19844239930685334,0.0001
lorenz,51,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,6.96397786261001e-05,3.442652922772183e-05,1e-08
mackey_glass,51,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,4.0502044268882654e-05,4.866973800281817e-05,1e-08
narma10,51,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.18116738099903967,0.22411759818292257,1e-08
sunspots_annual,51,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.15534956860033816,0.2057643057825738,1e-05
lorenz,52,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.0001771828341939554,4.451579096292545e-05,1e-08
mackey_glass,52,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.00011303638784555336,0.00013517325130032448,1e-08
narma10,52,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.2614783408824365,0.3001550239587923,1e-08
sunspots_annual,52,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.18427102561705766,0.2281996733347851,1e-08
lorenz,53,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,1.3684509946807676e-05,6.034471138339575e-06,1e-08
mackey_glass,53,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,1.4335856945918812e-05,1.781940282890566e-05,1e-08
narma10,53,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.28519920117458203,0.2944462658113324,1e-05
sunspots_annual,53,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.1365677091979136,0.16414197318318657,0.001
lorenz,54,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,2.387162179336093e-05,1.8307372356864885e-05,1e-08
mackey_glass,54,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,5.264666445368352e-05,6.205765464467373e-05,1e-08
narma10,54,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.17688488586883333,0.16607188389414798,1e-07
sunspots_annual,54,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.14255997164909864,0.18259229181267783,1e-08
lorenz,55,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,6.40170729363474e-05,2.9718488617780543e-05,1e-08
mackey_glass,55,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,6.576986997170951e-05,7.734811923265666e-05,1e-08
narma10,55,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.21191490165235655,0.2181653715581284,1e-07
sunspots_annual,55,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.15830344122960008,0.22415050650764481,1e-06
lorenz,56,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,2.3894862498032903e-05,1.3094671235338109e-05,1e-08
mackey_glass,56,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,2.029057305670216e-05,2.423694649908691e-05,1e-08
narma10,56,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.3129071771384507,0.34659563645831526,1e-06
sunspots_annual,56,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.2326150555776558,0.2801912700474678,1e-08
lorenz,57,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.00011658109476384063,6.719168495818152e-05,1e-08
mackey_glass,57,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,7.092159072217271e-05,8.156169398906516e-05,1e-08
narma10,57,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.16777414848021174,0.1754119233754122,1e-08
sunspots_annual,57,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.154305372860882,0.1902183580455748,1e-07
lorenz,58,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,3.4425195548587424e-05,2.708490982757084e-05,1e-08
mackey_glass,58,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,4.1645794590341494e-05,4.789784717038692e-05,1e-08
narma10,58,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.2425875645021256,0.26915730988396075,1e-07
sunspots_annual,58,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.17730853368474295,0.23711677407636997,1e-06
lorenz,59,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,2.8764571130766593e-05,1.9338486090093046e-05,1e-08
mackey_glass,59,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,2.911151109751999e-05,3.521747131467842e-05,1e-08
narma10,59,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.24921608289507927,0.28781113063331215,1e-08
sunspots_annual,59,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.13748583616432808,0.19694031734829814,1e-08
lorenz,60,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,5.162253736088421e-06,3.6053441437300447e-06,1e-08
mackey_glass,60,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,5.44944197848855e-06,7.21871402343471e-06,1e-08
narma10,60,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.5450894016920124,0.5545990560369557,1e-05
sunspots_annual,60,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.13114428839862105,0.1630759065569973,0.01
lorenz,61,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.0001121037875066815,6.085795418348019e-05,1e-08
mackey_glass,61,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,7.129618950779046e-05,8.335335451399368e-05,1e-08
narma10,61,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.18433818055627024,0.19826673981183118,1e-08
sunspots_annual,61,Z+ZZ,0.02,0.1,0.05,4,3,ring,rx_zz,uniform,amplitude,0.16161579266447995,0.2139610872408113,1e-06
lorenz,42,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,5.349642165847366e-05,2.9009847415341782e-05,1e-08
mackey_glass,42,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,3.688529381666788e-05,4.250393226345089e-05,1e-08
narma10,42,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.4327094636044226,0.4957680569838084,1e-08
sunspots_annual,42,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.18059643943329565,0.2388521889072922,1e-06
lorenz,43,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,7.96195095808536e-06,3.281904745574947e-06,1e-08
mackey_glass,43,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,1.0609754712636785e-05,1.181610651597485e-05,1e-08
narma10,43,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.3668956391269424,0.32257154255490905,1e-08
sunspots_annual,43,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.1376332952540227,0.19637031942892572,0.0001
lorenz,44,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,1.6641627822839003e-05,7.487069809621765e-06,1e-08
mackey_glass,44,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,1.9502645623198357e-05,2.316202305083541e-05,1e-08
narma10,44,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.21492105711584802,0.2286106738141556,1e-08
sunspots_annual,44,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.1323815639382495,0.1751537976436147,1e-07
lorenz,45,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.00011485815932218108,5.4529040291820355e-05,1e-08
mackey_glass,45,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,7.357500791839291e-05,8.83350983470118e-05,1e-08
narma10,45,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.38388562245324775,0.4608993485726746,1e-08
sunspots_annual,45,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.16395410216289213,0.21360364227116965,1e-08
lorenz,46,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,5.079047054582744e-05,2.644654757161242e-05,1e-08
mackey_glass,46,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,5.890025533790156e-05,7.018585652342293e-05,1e-08
narma10,46,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.36935178429182053,0.3907951720171952,1e-08
sunspots_annual,46,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.14624014705606028,0.1961077865612989,1e-06
lorenz,47,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,2.975236766956322e-05,2.0443030057170698e-05,1e-08
mackey_glass,47,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,2.9318163548997536e-05,3.480285627146193e-05,1e-08
narma10,47,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.3823158970036031,0.38108852681658284,1e-08
sunspots_annual,47,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.1571025590601972,0.1916705547737254,1e-08
lorenz,48,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,9.85440282848748e-05,6.538259249189315e-05,1e-08
mackey_glass,48,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,7.468179437159445e-05,8.549278419485479e-05,1e-08
narma10,48,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.5170871147154396,0.5435022350064398,1e-08
sunspots_annual,48,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.1535921723087647,0.21191204996865123,1e-06
lorenz,49,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.0002929951913455255,0.00022578042491624357,1e-08
mackey_glass,49,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.0003522136720860097,0.0003785749899014328,1e-08
narma10,49,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.6043663217596897,0.6059673871669334,1e-08
sunspots_annual,49,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.1517032739193553,0.21721598862484004,1e-07
lorenz,50,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,1.810663634250623e-05,9.560146341971339e-06,1e-08
mackey_glass,50,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,3.152360426528511e-05,3.723930780099396e-05,1e-08
narma10,50,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.23487327198049845,0.25800474883363406,1e-08
sunspots_annual,50,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.1485586895103876,0.18103015380417686,1e-08
lorenz,51,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,4.699341607316551e-05,2.5917887152605158e-05,1e-08
mackey_glass,51,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,5.42272988398865e-05,6.528136226392195e-05,1e-08
narma10,51,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.3030070555089385,0.33745888272191527,1e-08
sunspots_annual,51,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.14218679518564736,0.18370978050326103,1e-08
lorenz,52,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,8.140159066390348e-05,3.877461011503324e-05,1e-08
mackey_glass,52,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.0001115625589812846,0.00013064542525362293,1e-08
narma10,52,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.3336128039213366,0.38267507713976995,1e-08
sunspots_annual,52,Z+ZZ,0.02,0.1,0.12,4,3,ring,rx_zz,uniform,amplitude,0.14517499943039266,0.1986633747882767,1e-07
